longitude,latitude,passenger_count,dist_mile,pickup_hour,pickup_day,trip_duration,type
-73.99024963,40.73455811,1,5.91590274,0,Tue,1376,Pickup
-73.99326324,40.75230026,1,1.335675153,0,Fri,658,Pickup
-73.97540283,40.78966904,1,2.910102672,0,Mon,578,Pickup
-74.00083923,40.73182678,1,0.815535953,0,Fri,489,Pickup
-73.97827911,40.78302765,1,1.403722064,0,Sun,429,Pickup
-73.95481873,40.76738358,1,2.629110852,0,Wed,631,Pickup
-74.0068512,40.74400711,1,0.209825668,0,Fri,332,Pickup
-74.01360321,40.71517563,1,4.403630325,0,Thu,580,Pickup
-73.8895874,40.73927689,1,2.081281489,0,Wed,718,Pickup
-73.86256409,40.76899338,1,6.010359847,0,Fri,1443,Pickup
-74.00100708,40.73168182,6,5.65327554,0,Sat,1523,Pickup
-73.97892761,40.75019836,1,2.389838936,0,Sun,721,Pickup
-73.97498322,40.75310898,5,1.185067648,0,Tue,316,Pickup
-73.98855591,40.73886108,1,0.646247901,0,Fri,883,Pickup
-73.98136902,40.75994873,1,0.680126467,0,Fri,267,Pickup
-73.99330139,40.74752808,2,1.927852695,0,Thu,766,Pickup
-73.99079895,40.72367096,1,4.121410297,0,Mon,763,Pickup
-73.9914093,40.75033951,1,0.29715945,0,Tue,250,Pickup
-74.00608063,40.73988724,1,6.126737565,0,Fri,1753,Pickup
-73.97409058,40.73110199,1,1.027528051,0,Sun,716,Pickup
-73.8730011,40.77422714,1,4.34840814,0,Mon,931,Pickup
-73.99690247,40.7424469,1,0.627975946,0,Sat,197,Pickup
-73.98826599,40.72339249,1,3.817363934,0,Wed,1036,Pickup
-73.97579956,40.7490654,5,1.028998663,0,Wed,295,Pickup
-73.98908234,40.69189835,1,2.040186595,0,Sat,722,Pickup
-73.9746933,40.75508881,1,3.598694493,0,Wed,1282,Pickup
-73.97444916,40.76411819,1,0.852540134,0,Sun,346,Pickup
-74.00085449,40.72729111,1,0.853980862,0,Sat,435,Pickup
-73.98248291,40.77499771,1,0.975710245,0,Mon,231,Pickup
-73.99895477,40.73947525,1,1.206177909,0,Sat,576,Pickup
-73.87308502,40.77401733,5,6.421018117,0,Mon,1055,Pickup
-73.97592163,40.74887848,1,3.616632976,0,Fri,929,Pickup
-74.00904846,40.72623825,1,7.36319606,0,Sun,1539,Pickup
-73.99308014,40.71986389,2,2.713563423,0,Wed,780,Pickup
-73.98783875,40.74961853,6,0.465779778,0,Sat,238,Pickup
-73.95809937,40.72175217,2,4.213340284,0,Sun,1525,Pickup
-73.98231506,40.73163986,1,3.552511012,0,Wed,558,Pickup
-73.99391937,40.75170898,3,3.870566498,0,Wed,950,Pickup
-73.94298553,40.79411697,3,1.467431203,0,Sat,533,Pickup
-73.99033356,40.7234726,1,4.976510017,0,Sun,1844,Pickup
-73.98770142,40.74888229,1,3.175381642,0,Fri,1908,Pickup
-73.77667999,40.64541626,1,9.296036282,0,Sat,1460,Pickup
-73.9787674,40.76213837,1,1.77799219,0,Mon,465,Pickup
-73.99762726,40.73617935,1,4.332598138,0,Tue,1237,Pickup
-73.99478912,40.72768021,3,0.518547172,0,Sat,240,Pickup
-73.9716568,40.75067902,1,2.129513624,0,Sun,1675,Pickup
-73.9832077,40.73464203,1,1.100560385,0,Fri,481,Pickup
-73.97261047,40.76407623,1,0.47309964,0,Sun,270,Pickup
-73.95559692,40.77236938,1,1.352331657,0,Mon,292,Pickup
-73.99252319,40.74370956,1,1.131256832,0,Sun,436,Pickup
-73.99263,40.72525787,5,3.131145825,0,Fri,923,Pickup
-74.00600433,40.72569656,1,0.786220772,0,Sat,485,Pickup
-73.99086761,40.73958969,1,1.362904373,0,Fri,595,Pickup
-73.7815094,40.64487839,1,13.00856168,0,Sat,1942,Pickup
-73.86273193,40.76896286,1,6.752727245,0,Fri,1309,Pickup
-73.9469986,40.78033829,2,0.451841909,0,Mon,60,Pickup
-74.00022125,40.73006058,1,1.336746493,0,Wed,740,Pickup
-73.77696991,40.64617538,1,4.317272997,0,Thu,771,Pickup
-73.98195648,40.74640274,1,0.987491483,0,Tue,340,Pickup
-74.00691986,40.74157333,1,0.890204866,0,Fri,296,Pickup
-73.99201202,40.74930573,1,0.814266874,0,Thu,342,Pickup
-73.98643494,40.76677704,1,1.618952639,0,Wed,396,Pickup
-73.95365906,40.7751503,1,4.12574176,0,Thu,741,Pickup
-73.98357391,40.7217865,1,1.005742584,0,Sat,533,Pickup
-73.98812866,40.72138977,2,3.035002952,0,Sun,1602,Pickup
-73.98815918,40.74399185,5,1.914695193,0,Mon,425,Pickup
-73.99778748,40.72426987,1,3.39342081,0,Sat,1585,Pickup
-74.00590515,40.73624039,1,0.30269432,0,Sat,92,Pickup
-73.99941254,40.71948624,1,1.028229154,0,Sat,442,Pickup
-73.78972626,40.64672089,1,13.08550324,0,Tue,1556,Pickup
-73.96839905,40.75860977,5,4.927254732,0,Sat,1876,Pickup
-73.98469543,40.73690796,1,0.283560416,0,Tue,105,Pickup
-73.98604584,40.74915695,1,1.006296705,0,Mon,492,Pickup
-74.01176453,40.70939636,1,5.212762067,0,Fri,959,Pickup
-73.96777344,40.75538635,1,1.546431255,0,Sun,419,Pickup
-74.00668335,40.73068237,5,1.0934065,0,Wed,234,Pickup
-73.98120117,40.7252121,6,0.364933494,0,Sat,176,Pickup
-73.96641541,40.75811768,1,2.327955397,0,Sun,614,Pickup
-73.99010468,40.73298645,1,1.193341636,0,Sun,870,Pickup
-74.00086212,40.73189545,1,0.779335447,0,Sat,281,Pickup
-73.95399475,40.76622009,6,1.072265117,0,Wed,471,Pickup
-73.98092651,40.75039673,2,1.319000579,0,Sun,591,Pickup
-73.97012329,40.75641632,1,4.397761793,0,Tue,1103,Pickup
-74.0116806,40.70783997,1,6.0430258,0,Thu,1404,Pickup
-73.97146606,40.76527786,1,0.598674091,0,Sat,426,Pickup
-73.87296295,40.7740593,2,7.048891847,0,Fri,1442,Pickup
-73.98782349,40.73814011,1,1.849431365,0,Wed,508,Pickup
-73.98825836,40.73128128,1,1.620015369,0,Sun,747,Pickup
-73.98363495,40.75486755,4,0.989336976,0,Sun,581,Pickup
-73.98204803,40.77331924,1,0.602597285,0,Mon,117,Pickup
-74.01020813,40.71524048,1,1.098734776,0,Fri,403,Pickup
-74.00609589,40.72865677,5,1.324946307,0,Wed,297,Pickup
-73.99555969,40.74414825,4,3.361824044,0,Sun,837,Pickup
-73.96012878,40.8134613,2,0.755293679,0,Tue,245,Pickup
-73.95955658,40.77123642,1,0.252740213,0,Fri,95,Pickup
-73.98307037,40.74467087,1,12.29083714,0,Wed,1440,Pickup
-73.98236084,40.7684288,1,4.155791985,0,Tue,865,Pickup
-74.00547028,40.73953629,1,0.143736478,0,Fri,185,Pickup
-73.97749329,40.74943161,1,1.893309949,0,Thu,616,Pickup
-73.96527863,40.80104065,5,1.349640859,0,Fri,408,Pickup
-73.98690796,40.76001358,1,1.379849333,0,Fri,935,Pickup
-74.0043869,40.74240875,1,2.622051036,0,Sat,1373,Pickup
-73.98358917,40.76229858,1,0.935580943,0,Tue,295,Pickup
-74.00872803,40.71857071,1,0.582019836,0,Wed,393,Pickup
-73.9914856,40.72682953,1,5.533683828,0,Thu,957,Pickup
-73.99985504,40.72709656,1,2.902232271,0,Sat,1020,Pickup
-74.00125122,40.73112869,1,2.615285259,0,Sat,600,Pickup
-74.00743866,40.74082565,1,4.240841196,0,Thu,1681,Pickup
-73.95152283,40.71360016,5,1.309260701,0,Sat,525,Pickup
-74.00498199,40.71913528,1,5.258606289,0,Fri,1507,Pickup
-73.98487854,40.73641205,1,4.735102527,0,Sun,2073,Pickup
-73.99983978,40.73035049,5,0.947103859,0,Sat,423,Pickup
-73.97377777,40.76309586,3,0.719485892,0,Sun,350,Pickup
-73.98765564,40.73267365,1,0.706162435,0,Sun,342,Pickup
-74.00331116,40.74374771,4,4.32120733,0,Mon,1128,Pickup
-73.99704742,40.73728943,1,1.156734131,0,Sun,478,Pickup
-73.98146057,40.78026581,3,0.820359151,0,Sat,239,Pickup
-73.98516846,40.74782181,1,4.389441068,0,Sat,1797,Pickup
-73.94892883,40.69537735,5,1.574940773,0,Thu,422,Pickup
-74.0019989,40.7349205,3,0.99373397,0,Sun,553,Pickup
-73.99066925,40.72846603,3,1.480636978,0,Sat,625,Pickup
-74.00963593,40.73245621,2,1.599926818,0,Sun,782,Pickup
-73.99330902,40.72969818,1,1.449096057,0,Sat,521,Pickup
-73.97649384,40.76567078,1,1.406590922,0,Tue,623,Pickup
-73.94245148,40.78601074,1,0.836513188,0,Sun,430,Pickup
-73.99764252,40.7141304,1,1.410718188,0,Mon,555,Pickup
-74.00791168,40.70935822,2,1.764851881,0,Fri,465,Pickup
-73.98104858,40.74739075,1,1.112969823,0,Wed,443,Pickup
-74.01013947,40.70473099,2,3.905976865,0,Sun,949,Pickup
-73.98555756,40.71802521,1,1.446734149,0,Sun,760,Pickup
-73.94885254,40.7815094,3,1.278279848,0,Tue,412,Pickup
-73.98861694,40.72256088,5,0.591199634,0,Sat,364,Pickup
-73.98085022,40.7670784,5,1.310344783,0,Tue,614,Pickup
-74.00141144,40.7293129,1,1.361117872,0,Mon,471,Pickup
-73.98549652,40.75278854,3,0.50865419,0,Sat,307,Pickup
-73.95043182,40.77989578,4,0.555601785,0,Sat,224,Pickup
-73.97866821,40.74090576,5,1.357565145,0,Sat,928,Pickup
-74.00624847,40.73443985,1,1.355343288,0,Fri,686,Pickup
-74.00226593,40.74872589,2,2.405673577,0,Wed,701,Pickup
-73.98782349,40.72838593,1,7.576338765,0,Sun,1448,Pickup
-73.98698425,40.7206955,1,5.280785218,0,Sun,2041,Pickup
-73.974823,40.68057632,1,1.613562599,0,Fri,468,Pickup
-74.00498199,40.70502853,1,1.268080846,0,Sun,796,Pickup
-73.87320709,40.77399826,1,6.031200731,0,Tue,721,Pickup
-73.99511719,40.73960114,2,1.226857314,0,Sat,834,Pickup
-73.98699951,40.6932106,1,4.781280726,0,Tue,1428,Pickup
-73.99194336,40.75399399,1,0.378733256,0,Sun,409,Pickup
-74.00714874,40.72576141,1,1.150959887,0,Thu,455,Pickup
-73.98760986,40.72446442,1,0.713788346,0,Sat,235,Pickup
-73.99038696,40.75052261,1,2.091056493,0,Fri,578,Pickup
-74.00096893,40.73738861,2,0.40352028,0,Sat,214,Pickup
-73.99462128,40.75926971,1,0.986267262,0,Fri,457,Pickup
-73.97276306,40.7562027,1,2.399779654,0,Fri,703,Pickup
-73.96038055,40.71102142,2,1.823319458,0,Thu,1075,Pickup
-73.98993683,40.72642517,1,3.593605899,0,Wed,978,Pickup
-73.96688843,40.76407242,1,0.395848653,0,Wed,464,Pickup
-73.9584198,40.71049881,4,2.733543088,0,Sat,947,Pickup
-73.9675827,40.76054001,1,1.740948416,0,Sun,230,Pickup
-73.98778534,40.76030731,2,5.344092572,0,Sun,1677,Pickup
-73.98951721,40.72322845,1,1.625535042,0,Sat,493,Pickup
-74.01457977,40.71046066,1,0.675503002,0,Sun,345,Pickup
-73.99044037,40.71900558,1,0.551707724,0,Sun,330,Pickup
-73.99074554,40.73648834,2,0.486173124,0,Fri,167,Pickup
-74.00819397,40.73559952,1,2.360867914,0,Sun,1029,Pickup
-73.98899078,40.72167587,1,0.363456345,0,Mon,266,Pickup
-73.97216797,40.75673676,6,0.876134742,0,Tue,283,Pickup
-73.98832703,40.7650528,1,1.369662361,0,Sun,536,Pickup
-73.97396851,40.76364899,1,3.433936319,0,Sun,1065,Pickup
-73.9796524,40.75216293,1,0.383108144,0,Mon,162,Pickup
-73.99098206,40.73350906,3,0.973991349,0,Fri,278,Pickup
-73.98510742,40.73220825,2,1.635391283,0,Sat,973,Pickup
-73.97875977,40.73701859,3,1.026434569,0,Tue,359,Pickup
-73.99365234,40.72713852,6,0.430225231,0,Sat,111,Pickup
-73.97905731,40.77708054,1,0.485156367,0,Sat,244,Pickup
-73.98874664,40.76380157,1,1.547681562,0,Sun,633,Pickup
-73.95365906,40.77514648,1,5.559215541,0,Sun,1453,Pickup
-73.98973846,40.72310638,1,0.512338552,0,Tue,203,Pickup
-73.9750824,40.68656158,1,1.836095852,0,Sat,638,Pickup
-73.91915131,40.75899887,1,2.43908532,0,Wed,1059,Pickup
-73.99385834,40.72740936,5,3.041175905,0,Thu,788,Pickup
-73.99317932,40.72967911,1,3.881302125,0,Thu,1561,Pickup
-73.96302032,40.76925278,2,1.360277406,0,Sun,304,Pickup
-73.9894104,40.72081757,2,0.43830085,0,Sat,329,Pickup
-73.99616241,40.76489639,1,2.963404584,0,Sat,1470,Pickup
-73.98387909,40.73184967,1,1.006084746,0,Wed,449,Pickup
-73.99307251,40.71972656,1,0.845950333,0,Sat,378,Pickup
-73.98892212,40.73665619,4,0.507073603,0,Fri,231,Pickup
-73.98957062,40.71914291,1,0.610474374,0,Sat,518,Pickup
-73.97254944,40.79097748,1,1.599683342,0,Sat,556,Pickup
-73.7895813,40.64693832,1,8.17066141,0,Wed,1176,Pickup
-73.99143982,40.76940918,2,1.30773188,0,Sun,517,Pickup
-73.95617676,40.77256012,1,0.737360314,0,Sun,250,Pickup
-73.97063446,40.7558136,1,2.048235535,0,Sat,610,Pickup
-73.98241425,40.73167038,1,1.826635212,0,Fri,701,Pickup
-73.97588348,40.74890137,1,2.150264283,0,Sun,372,Pickup
-73.98874664,40.73148727,1,0.946229461,0,Sat,1238,Pickup
-73.97967529,40.75229645,1,2.949597649,0,Sun,1118,Pickup
-73.9521637,40.82429123,1,0.756633775,0,Sat,447,Pickup
-73.97451019,40.78744507,6,4.348958654,0,Sat,1785,Pickup
-73.98438263,40.72509384,1,1.173095796,0,Sat,665,Pickup
-73.9831543,40.7224617,6,1.328086092,0,Sun,862,Pickup
-73.95516205,40.77945709,2,3.650479572,0,Sat,734,Pickup
-73.98353577,40.74388885,3,1.524346236,0,Sun,510,Pickup
-73.9822998,40.77159119,2,0.266515451,0,Thu,237,Pickup
-73.99999237,40.74315643,1,4.855581467,0,Mon,1493,Pickup
-74.00621033,40.73338699,1,2.104333088,0,Wed,592,Pickup
-73.9734726,40.76198196,1,1.640312509,0,Tue,257,Pickup
-73.87312317,40.7740593,6,5.188873852,0,Mon,1055,Pickup
-73.99625397,40.76326752,1,0.897146027,0,Sun,896,Pickup
-73.98126984,40.74692917,3,5.040575667,0,Wed,1360,Pickup
-73.97566223,40.75772476,1,1.423383556,0,Wed,324,Pickup
-73.977005,40.76379013,1,1.476075866,0,Sun,844,Pickup
-73.97434235,40.75690842,1,1.261469032,0,Thu,406,Pickup
-73.96608734,40.75870514,1,2.301752126,0,Wed,1008,Pickup
-73.99450684,40.72602081,1,5.447571811,0,Mon,875,Pickup
-74.01513672,40.71472168,1,3.269417511,0,Fri,898,Pickup
-73.99214172,40.72169113,1,1.928724421,0,Sun,883,Pickup
-73.99761963,40.72593689,2,0.480235846,0,Tue,281,Pickup
-74.00176239,40.73934937,2,1.496424055,0,Fri,735,Pickup
-73.9832077,40.7678299,1,7.51606968,0,Fri,3061,Pickup
-73.99907684,40.76164627,1,1.303341996,0,Sat,666,Pickup
-73.94827271,40.72267151,1,0.73474932,0,Fri,250,Pickup
-73.98787689,40.72107315,1,1.530849178,0,Sat,625,Pickup
-74.00292206,40.73328018,1,5.324712156,0,Wed,1898,Pickup
-74.00274658,40.73363113,2,1.759097575,0,Mon,522,Pickup
-74.00111389,40.75148392,2,1.46115979,0,Mon,729,Pickup
-73.98212433,40.72816849,1,0.662674768,0,Fri,390,Pickup
-73.98290253,40.76690674,1,2.629231706,0,Mon,854,Pickup
-73.95711517,40.77732086,4,1.26060186,0,Sun,222,Pickup
-73.98326874,40.77636337,1,2.145258042,0,Fri,379,Pickup
-73.98438263,40.75574112,2,0.69173912,0,Tue,362,Pickup
-73.9528656,40.76761246,1,1.991088156,0,Sat,750,Pickup
-73.98833466,40.72320175,1,1.862240597,0,Wed,565,Pickup
-73.98882294,40.73649979,2,7.259228534,0,Sun,1760,Pickup
-74.00489044,40.74069214,1,1.304955901,0,Thu,581,Pickup
-73.98228455,40.72242737,1,1.646847073,0,Sat,482,Pickup
-73.98401642,40.76053238,5,0.498776639,0,Fri,386,Pickup
-73.77722168,40.64659882,1,10.461352,0,Wed,1444,Pickup
-74.01232147,40.70711136,1,1.243660957,0,Sat,768,Pickup
-73.99528503,40.7377739,1,0.689673382,0,Sun,356,Pickup
-73.96263885,40.69384384,1,1.294346608,0,Fri,484,Pickup
-73.91552734,40.77242661,1,1.164534388,0,Sun,580,Pickup
-73.99255371,40.73049927,1,1.004081174,0,Tue,463,Pickup
-73.9813385,40.76869965,2,1.282752752,0,Sun,310,Pickup
-73.94694519,40.788517,1,3.053070039,0,Sun,909,Pickup
-74.01000214,40.72107315,2,4.106369377,0,Sat,1376,Pickup
-73.98345947,40.75509644,2,0.96045348,0,Wed,481,Pickup
-73.97218323,40.74979019,1,2.197082922,0,Sun,1035,Pickup
-73.98605347,40.74064636,1,3.595555546,0,Sat,720,Pickup
-73.8730011,40.77402878,2,1.452669468,0,Mon,593,Pickup
-73.96562958,40.76281357,4,2.897938824,0,Fri,692,Pickup
-73.92193604,40.7634964,1,12.68584101,0,Sat,1472,Pickup
-73.96051788,40.76161194,2,0.453279263,0,Sun,169,Pickup
-73.9888916,40.77379227,1,2.894356554,0,Sun,734,Pickup
-73.99675751,40.71854019,2,1.18286085,0,Sun,715,Pickup
-73.9802475,40.74288177,1,4.023630407,0,Mon,735,Pickup
-73.96239471,40.79979706,1,0.491547105,0,Thu,215,Pickup
-73.98548889,40.73563004,5,2.965841826,0,Sat,803,Pickup
-73.99018097,40.76081085,1,2.11483578,0,Wed,873,Pickup
-73.96286774,40.77234268,1,1.004971373,0,Sun,428,Pickup
-74.01177216,40.70402908,2,3.561106746,0,Thu,565,Pickup
-73.98388672,40.7493782,2,1.15127669,0,Mon,199,Pickup
-73.991745,40.75944138,1,1.062556476,0,Sun,468,Pickup
-73.99111938,40.75085068,5,0.816894663,0,Wed,387,Pickup
-73.98479462,40.72830963,2,1.502663583,0,Sun,553,Pickup
-73.97554016,40.75201797,1,2.142673305,0,Wed,396,Pickup
-73.97978973,40.7432785,1,0.611566496,0,Thu,347,Pickup
-74.00312042,40.73323822,2,0.82131583,0,Sat,302,Pickup
-73.98715973,40.74406052,1,1.030621496,0,Sun,536,Pickup
-73.98809052,40.73945618,3,1.391585195,0,Sat,704,Pickup
-73.94049835,40.71878052,1,3.954573317,0,Sun,1293,Pickup
-73.97663879,40.75146866,1,0.798552791,0,Thu,301,Pickup
-73.95405579,40.77302551,2,0.46986487,0,Sun,164,Pickup
-73.97290802,40.74356079,6,0.97964893,0,Wed,520,Pickup
-73.96361542,40.67194748,2,7.140645827,0,Sat,2259,Pickup
-73.98297119,40.72257614,1,1.20578523,0,Sat,514,Pickup
-73.9833374,40.72283173,5,3.084956637,0,Sun,995,Pickup
-73.94487,40.7832489,1,3.380385268,0,Wed,383,Pickup
-74.00252533,40.73320007,1,4.00239395,0,Sat,1448,Pickup
-73.98665619,40.74760818,1,3.100702652,0,Thu,963,Pickup
-73.98339081,40.74966812,1,2.688106453,0,Sat,714,Pickup
-73.9887085,40.71947861,1,2.48581295,0,Fri,727,Pickup
-73.98127747,40.75279617,1,1.228996091,0,Fri,696,Pickup
-73.87275696,40.77417755,1,6.589359377,0,Wed,998,Pickup
-73.95571899,40.77627182,2,2.252848964,0,Sat,1071,Pickup
-73.99603271,40.76395798,1,0.92210921,0,Sat,225,Pickup
-73.98214722,40.76821136,1,0.479807451,0,Sun,348,Pickup
-73.91404724,40.76506424,6,6.03020717,0,Sat,1050,Pickup
-73.9681778,40.67930984,1,1.463878059,0,Sun,540,Pickup
-73.98748016,40.72130966,2,2.06516855,0,Sun,758,Pickup
-73.98451996,40.72031021,1,3.992869777,0,Fri,801,Pickup
-73.9786377,40.74072647,2,1.463670892,0,Sat,935,Pickup
-73.95703125,40.77082443,1,2.282932492,0,Mon,697,Pickup
-73.98243713,40.75751877,1,0.645650752,0,Sun,173,Pickup
-73.97708893,40.76121521,2,0.981301142,0,Fri,1331,Pickup
-73.98931885,40.76049042,4,1.950961828,0,Sat,998,Pickup
-73.98603058,40.72225189,6,1.06800801,0,Thu,318,Pickup
-73.98342133,40.77099991,3,6.348543519,0,Fri,2190,Pickup
-73.9422226,40.70196152,3,3.941910457,0,Fri,1179,Pickup
-73.98705292,40.72525024,4,1.962581885,0,Sat,1550,Pickup
-73.98015594,40.66041946,1,2.643540457,0,Sat,1074,Pickup
-73.99230194,40.72137451,1,3.045560941,0,Sat,1101,Pickup
-73.97246552,40.74930191,1,2.496539019,0,Sun,863,Pickup
-73.99964142,40.72732162,1,1.130798324,0,Fri,476,Pickup
-73.99356079,40.72462082,2,0.461261245,0,Fri,278,Pickup
-73.96968842,40.75746918,1,4.904559312,0,Sun,1135,Pickup
-73.97427368,40.7914505,1,1.915222512,0,Fri,785,Pickup
-73.97335052,40.79275131,1,1.353293294,0,Mon,650,Pickup
-73.97891998,40.76078033,1,4.536306177,0,Thu,1478,Pickup
-73.87297058,40.77428055,2,8.471604169,0,Wed,1008,Pickup
-73.98381042,40.74307632,1,0.941172248,0,Thu,487,Pickup
-73.97985077,40.72684097,1,0.49004538,0,Sat,477,Pickup
-73.99076843,40.72763062,1,2.554938624,0,Mon,395,Pickup
-73.98680878,40.74824905,6,3.169419432,0,Thu,842,Pickup
-73.98885345,40.76940155,1,1.456472733,0,Fri,366,Pickup
-73.99828339,40.72967911,1,4.299482942,0,Wed,848,Pickup
-73.96189117,40.76037979,1,2.182537431,0,Sat,1053,Pickup
-74.00617218,40.73974609,1,4.337758537,0,Sun,1655,Pickup
-73.95572662,40.78807831,1,3.834930797,0,Thu,840,Pickup
-73.98305511,40.72267914,2,3.425596779,0,Sun,1520,Pickup
-73.95928192,40.77420044,2,0.448076318,0,Thu,192,Pickup
-73.98587036,40.73526764,2,0.385582569,0,Sun,143,Pickup
-73.9875412,40.7607193,1,1.234935366,0,Mon,317,Pickup
-73.98186493,40.74935913,1,0.190065406,0,Tue,203,Pickup
-73.99897766,40.7504158,5,0.702546225,0,Sat,400,Pickup
-73.97882843,40.74515152,2,0.578500736,0,Thu,241,Pickup
-74.00098419,40.73645401,2,5.366025315,0,Sun,2259,Pickup
-73.96884155,40.76428223,1,3.038041768,0,Sat,1065,Pickup
-73.9759903,40.76034164,1,1.030613239,0,Sat,339,Pickup
-73.98054504,40.73028946,2,1.829955214,0,Sun,884,Pickup
-74.00339508,40.72991562,1,9.620216008,0,Sun,1987,Pickup
-73.96941376,40.75725174,1,1.070006851,0,Fri,231,Pickup
-73.96845245,40.76517487,3,1.513812505,0,Sun,665,Pickup
-74.00705719,40.70543671,1,3.343310579,0,Thu,1331,Pickup
-74.00853729,40.70595551,1,2.580340587,0,Thu,908,Pickup
-74.00815582,40.7113266,6,8.790760447,0,Tue,3238,Pickup
-73.99990845,40.73879623,1,3.833689988,0,Fri,1352,Pickup
-73.99085236,40.71850967,1,0.872457528,0,Sun,328,Pickup
-73.97943878,40.73991013,1,2.534423547,0,Thu,728,Pickup
-73.99876404,40.7447319,1,1.546710039,0,Sun,501,Pickup
-73.95986176,40.77360535,6,3.93337967,0,Sun,953,Pickup
-73.97255707,40.75614548,1,0.892071021,0,Thu,158,Pickup
-73.95289612,40.77679062,1,3.796996206,0,Sun,1129,Pickup
-73.97605896,40.69336319,1,3.292011197,0,Fri,1173,Pickup
-74.00588226,40.74002838,1,3.623635985,0,Fri,1219,Pickup
-73.9550705,40.72225189,1,0.573160205,0,Sun,462,Pickup
-73.98876953,40.75893021,1,0.671924802,0,Fri,441,Pickup
-73.99343109,40.72756958,1,3.035354806,0,Fri,804,Pickup
-73.96981049,40.79746628,2,3.644501587,0,Sun,631,Pickup
-73.9968338,40.74296188,1,0.716098938,0,Sat,165,Pickup
-73.98960114,40.75797653,1,3.604796763,0,Thu,960,Pickup
-74.00812531,40.72221756,2,2.368652171,0,Mon,984,Pickup
-73.99022675,40.68702316,5,1.124306527,0,Sat,507,Pickup
-73.99881744,40.7447319,2,3.257346818,0,Mon,923,Pickup
-73.87461853,40.77407837,1,5.784206806,0,Mon,1200,Pickup
-73.98299408,40.72268677,1,0.881584518,0,Thu,369,Pickup
-73.97346497,40.76399994,5,0.597782341,0,Sun,380,Pickup
-74.0039978,40.7475853,1,3.116675044,0,Sun,1002,Pickup
-74.00047302,40.72732162,6,3.651440099,0,Wed,929,Pickup
-73.99732971,40.72417068,1,1.716407367,0,Thu,528,Pickup
-73.99130249,40.7349205,2,1.328974033,0,Fri,857,Pickup
-73.97450256,40.75320816,1,1.699173374,0,Sat,719,Pickup
-73.99914551,40.76132584,1,1.135293521,0,Sat,429,Pickup
-74.00846863,40.73397064,1,1.942418337,0,Sun,1551,Pickup
-73.97971344,40.73498917,1,1.38090507,0,Sun,879,Pickup
-73.97093964,40.7514267,1,1.018375709,0,Fri,757,Pickup
-73.98690033,40.75640869,1,2.843838714,0,Tue,732,Pickup
-74.00476074,40.73760605,1,1.460328647,0,Sun,411,Pickup
-73.98518372,40.73215485,1,0.461403515,0,Sun,392,Pickup
-74.00458527,40.72125626,5,3.328368676,0,Thu,1087,Pickup
-73.99208069,40.73099136,1,4.99907518,0,Fri,2319,Pickup
-73.98564148,40.71989822,1,1.940158846,0,Sat,1121,Pickup
-73.98757172,40.71995163,1,1.436986634,0,Sat,638,Pickup
-73.98122406,40.76060867,1,8.876443084,0,Fri,2188,Pickup
-74.01533508,40.71072769,1,3.189635507,0,Fri,704,Pickup
-73.97524261,40.75198746,5,0.956727248,0,Mon,408,Pickup
