area,dist_percent,pickup_day,pickup_hour,avg_speed,count
Brooklyn_Bridge,high,2,10,10.736367236810041,2.0
Brooklyn_Bridge,high,2,11,10.736367236810041,2.0
Brooklyn_Bridge,high,2,12,10.736367236810041,2.0
Brooklyn_Bridge,high,2,13,10.736367236810041,2.0
Brooklyn_Bridge,high,2,14,10.736367236810041,4.0
Brooklyn_Bridge,high,2,15,10.736367236810041,2.0
Brooklyn_Bridge,high,2,16,10.736367236810041,
Brooklyn_Bridge,high,2,17,10.736367236810041,1.0
Brooklyn_Bridge,high,2,18,10.736367236810041,3.0
Brooklyn_Bridge,high,2,19,10.736367236810041,4.0
Brooklyn_Bridge,high,2,20,10.736367236810041,1.0
Brooklyn_Bridge,high,2,21,10.736367236810041,2.0
Brooklyn_Bridge,high,2,22,10.736367236810041,4.0
Brooklyn_Bridge,high,2,23,10.736367236810041,3.0
Brooklyn_Bridge,high,3,0,10.736367236810041,1.0
Brooklyn_Bridge,high,3,1,10.736367236810041,
Brooklyn_Bridge,high,3,2,10.736367236810041,
Brooklyn_Bridge,high,3,3,10.736367236810041,
Brooklyn_Bridge,high,3,4,10.736367236810041,
Brooklyn_Bridge,high,3,5,10.736367236810041,1.0
Brooklyn_Bridge,high,3,6,10.736367236810041,2.0
Brooklyn_Bridge,high,3,7,10.736367236810041,2.0
Brooklyn_Bridge,high,3,8,9.73345099176281,8.0
Brooklyn_Bridge,high,3,9,9.73345099176281,2.0
Brooklyn_Bridge,high,3,10,7.8808835459436315,6.0
Brooklyn_Bridge,high,3,11,7.8808835459436315,2.0
Brooklyn_Bridge,high,3,12,7.8808835459436315,1.0
Brooklyn_Bridge,high,3,13,7.8808835459436315,3.0
Brooklyn_Bridge,high,3,14,7.8808835459436315,
Brooklyn_Bridge,high,3,15,7.8808835459436315,
Brooklyn_Bridge,high,3,16,7.8808835459436315,1.0
Brooklyn_Bridge,high,3,17,7.8808835459436315,2.0
Brooklyn_Bridge,high,3,18,7.8808835459436315,4.0
Brooklyn_Bridge,high,3,19,7.8808835459436315,4.0
Brooklyn_Bridge,high,3,20,7.8808835459436315,3.0
Brooklyn_Bridge,high,3,21,7.73236374504786,6.0
Brooklyn_Bridge,high,3,22,7.73236374504786,
Brooklyn_Bridge,high,3,23,7.73236374504786,4.0
Brooklyn_Bridge,high,4,0,7.73236374504786,1.0
Brooklyn_Bridge,high,4,1,7.73236374504786,1.0
Brooklyn_Bridge,high,4,2,7.73236374504786,1.0
Brooklyn_Bridge,high,4,3,7.73236374504786,
Brooklyn_Bridge,high,4,4,7.73236374504786,
Brooklyn_Bridge,high,4,5,7.73236374504786,
Brooklyn_Bridge,high,4,6,7.73236374504786,1.0
Brooklyn_Bridge,high,4,7,7.73236374504786,2.0
Brooklyn_Bridge,high,4,8,12.858357707604238,7.0
Brooklyn_Bridge,high,4,9,12.858357707604238,1.0
Brooklyn_Bridge,high,4,10,12.858357707604238,3.0
Brooklyn_Bridge,high,4,11,12.858357707604238,1.0
Brooklyn_Bridge,high,4,12,12.858357707604238,1.0
Brooklyn_Bridge,high,4,13,12.858357707604238,4.0
Brooklyn_Bridge,high,4,14,12.858357707604238,2.0
Brooklyn_Bridge,high,4,15,12.858357707604238,1.0
Brooklyn_Bridge,high,4,16,12.858357707604238,2.0
Brooklyn_Bridge,high,4,17,12.858357707604238,
Brooklyn_Bridge,high,4,18,12.858357707604238,2.0
Brooklyn_Bridge,high,4,19,12.858357707604238,4.0
Brooklyn_Bridge,high,4,20,12.858357707604238,1.0
Brooklyn_Bridge,high,4,21,12.858357707604238,2.0
Brooklyn_Bridge,high,4,22,12.858357707604238,4.0
Brooklyn_Bridge,high,4,23,12.858357707604238,3.0
Brooklyn_Bridge,high,5,0,12.858357707604238,2.0
Brooklyn_Bridge,high,5,1,12.858357707604238,1.0
Brooklyn_Bridge,high,5,2,12.858357707604238,
Brooklyn_Bridge,high,5,3,12.858357707604238,1.0
Brooklyn_Bridge,high,5,4,12.858357707604238,
Brooklyn_Bridge,high,5,5,12.858357707604238,
Brooklyn_Bridge,high,5,6,12.858357707604238,
Brooklyn_Bridge,high,5,7,12.858357707604238,2.0
Brooklyn_Bridge,high,5,8,12.858357707604238,3.0
Brooklyn_Bridge,high,5,9,12.858357707604238,3.0
Brooklyn_Bridge,high,5,10,11.444280984988934,7.0
Brooklyn_Bridge,high,5,11,11.444280984988934,4.0
Brooklyn_Bridge,high,5,12,11.444280984988934,2.0
Brooklyn_Bridge,high,5,13,13.53443981366859,9.0
Brooklyn_Bridge,high,5,14,13.53443981366859,3.0
Brooklyn_Bridge,high,5,15,7.22019533698271,5.0
Brooklyn_Bridge,high,5,16,7.22019533698271,3.0
Brooklyn_Bridge,high,5,17,7.22019533698271,3.0
Brooklyn_Bridge,high,5,18,7.22019533698271,1.0
Brooklyn_Bridge,high,5,19,7.22019533698271,4.0
Brooklyn_Bridge,high,5,20,7.22019533698271,3.0
Brooklyn_Bridge,high,5,21,12.982126439883785,5.0
Brooklyn_Bridge,high,5,22,12.982126439883785,1.0
Brooklyn_Bridge,high,5,23,12.982126439883785,3.0
Brooklyn_Bridge,high,6,0,12.982126439883785,1.0
Brooklyn_Bridge,high,6,1,12.982126439883785,
Brooklyn_Bridge,high,6,2,12.982126439883785,
Brooklyn_Bridge,high,6,3,12.982126439883785,
Brooklyn_Bridge,high,6,4,12.982126439883785,
Brooklyn_Bridge,high,6,5,12.982126439883785,1.0
Brooklyn_Bridge,high,6,6,12.982126439883785,
Brooklyn_Bridge,high,6,7,12.982126439883785,1.0
Brooklyn_Bridge,high,6,8,12.982126439883785,
Brooklyn_Bridge,high,6,9,12.982126439883785,
Brooklyn_Bridge,high,6,10,12.982126439883785,3.0
Brooklyn_Bridge,high,6,11,12.982126439883785,1.0
Brooklyn_Bridge,high,6,12,12.982126439883785,
Brooklyn_Bridge,high,6,13,12.982126439883785,2.0
Brooklyn_Bridge,high,6,14,12.982126439883785,3.0
Brooklyn_Bridge,high,6,15,9.76898884562697,6.0
Brooklyn_Bridge,high,6,16,9.76898884562697,2.0
Brooklyn_Bridge,high,6,17,9.76898884562697,2.0
Brooklyn_Bridge,high,6,18,13.59144956224284,7.0
Brooklyn_Bridge,high,6,19,13.59144956224284,1.0
Brooklyn_Bridge,high,6,20,13.59144956224284,2.0
Brooklyn_Bridge,high,6,21,13.59144956224284,
Brooklyn_Bridge,high,6,22,13.59144956224284,2.0
Brooklyn_Bridge,high,6,23,13.59144956224284,2.0
Brooklyn_Bridge,low,0,0,15.281541899521226,167.0
Brooklyn_Bridge,low,0,1,15.791945039727354,95.0
Brooklyn_Bridge,low,0,2,15.859305844482483,55.0
Brooklyn_Bridge,low,0,3,14.90196772353147,38.0
Brooklyn_Bridge,low,0,4,18.515624261098818,32.0
Brooklyn_Bridge,low,0,5,18.90660417987473,64.0
Brooklyn_Bridge,low,0,6,15.994395259936717,155.0
Brooklyn_Bridge,low,0,7,13.491629415525253,245.0
Brooklyn_Bridge,low,0,8,11.532253623726119,405.0
Brooklyn_Bridge,low,0,9,11.626817314328557,282.0
Brooklyn_Bridge,low,0,10,12.585324449653193,210.0
Brooklyn_Bridge,low,0,11,12.16356242626615,213.0
Brooklyn_Bridge,low,0,12,12.218573521818566,196.0
Brooklyn_Bridge,low,0,13,11.984570966883826,204.0
Brooklyn_Bridge,low,0,14,11.387058134495115,207.0
Brooklyn_Bridge,low,0,15,10.26557672478588,216.0
Brooklyn_Bridge,low,0,16,10.530464045756723,191.0
Brooklyn_Bridge,low,0,17,10.335295171523146,251.0
Brooklyn_Bridge,low,0,18,10.984955443905468,329.0
Brooklyn_Bridge,low,0,19,11.911388751330701,380.0
Brooklyn_Bridge,low,0,20,13.661474790607967,433.0
Brooklyn_Bridge,low,0,21,13.669674284885465,411.0
Brooklyn_Bridge,low,0,22,13.315495018676987,381.0
Brooklyn_Bridge,low,0,23,13.795024916021557,298.0
Brooklyn_Bridge,low,1,0,14.31591256425281,190.0
Brooklyn_Bridge,low,1,1,15.639511952589237,97.0
Brooklyn_Bridge,low,1,2,16.539864069890008,55.0
Brooklyn_Bridge,low,1,3,16.219299789429872,40.0
Brooklyn_Bridge,low,1,4,19.350927290176504,25.0
Brooklyn_Bridge,low,1,5,19.534596057035248,57.0
Brooklyn_Bridge,low,1,6,16.276389273371795,147.0
Brooklyn_Bridge,low,1,7,12.836917660186351,301.0
Brooklyn_Bridge,low,1,8,10.746266989554638,373.0
Brooklyn_Bridge,low,1,9,10.627777859908129,302.0
Brooklyn_Bridge,low,1,10,11.837574273690924,213.0
Brooklyn_Bridge,low,1,11,11.412882642927844,198.0
Brooklyn_Bridge,low,1,12,10.461141336884761,199.0
Brooklyn_Bridge,low,1,13,10.541791756671874,223.0
Brooklyn_Bridge,low,1,14,10.162276972645758,221.0
Brooklyn_Bridge,low,1,15,9.760640732658056,204.0
Brooklyn_Bridge,low,1,16,8.99679346452786,164.0
Brooklyn_Bridge,low,1,17,8.890065541033856,236.0
Brooklyn_Bridge,low,1,18,9.965537075130285,326.0
Brooklyn_Bridge,low,1,19,11.692866582155755,361.0
Brooklyn_Bridge,low,1,20,12.195664113305158,450.0
Brooklyn_Bridge,low,1,21,12.844287248484655,510.0
Brooklyn_Bridge,low,1,22,13.114272783831055,524.0
Brooklyn_Bridge,low,1,23,13.366949122520952,392.0
Brooklyn_Bridge,low,2,0,13.982606069382799,244.0
Brooklyn_Bridge,low,2,1,15.316264378481744,116.0
Brooklyn_Bridge,low,2,2,15.02379968238205,83.0
Brooklyn_Bridge,low,2,3,17.050381017862918,47.0
Brooklyn_Bridge,low,2,4,18.29759036113709,46.0
Brooklyn_Bridge,low,2,5,17.927938090487185,53.0
Brooklyn_Bridge,low,2,6,16.394592392622382,183.0
Brooklyn_Bridge,low,2,7,13.393288674283962,325.0
Brooklyn_Bridge,low,2,8,10.965655459170925,399.0
Brooklyn_Bridge,low,2,9,10.516381196536635,328.0
Brooklyn_Bridge,low,2,10,11.462794799230451,217.0
Brooklyn_Bridge,low,2,11,10.84094908511707,236.0
Brooklyn_Bridge,low,2,12,10.923674284202525,223.0
Brooklyn_Bridge,low,2,13,10.418918715849106,203.0
Brooklyn_Bridge,low,2,14,9.971161298271848,225.0
Brooklyn_Bridge,low,2,15,9.316035375185233,198.0
Brooklyn_Bridge,low,2,16,8.384702243734575,177.0
Brooklyn_Bridge,low,2,17,8.695289136937111,258.0
Brooklyn_Bridge,low,2,18,9.630560989698244,314.0
Brooklyn_Bridge,low,2,19,10.865464704124562,384.0
Brooklyn_Bridge,low,2,20,11.546540790811079,420.0
Brooklyn_Bridge,low,2,21,11.968566091361666,569.0
Brooklyn_Bridge,low,2,22,11.651694339046848,516.0
Brooklyn_Bridge,low,2,23,12.259686699831514,471.0
Brooklyn_Bridge,low,3,0,13.316266544630773,287.0
Brooklyn_Bridge,low,3,1,14.125900140268076,138.0
Brooklyn_Bridge,low,3,2,14.97320284922652,115.0
Brooklyn_Bridge,low,3,3,15.625403951777715,66.0
Brooklyn_Bridge,low,3,4,16.625694949801115,47.0
Brooklyn_Bridge,low,3,5,19.026236751946254,63.0
Brooklyn_Bridge,low,3,6,15.957682156161093,184.0
Brooklyn_Bridge,low,3,7,13.42453275316075,323.0
Brooklyn_Bridge,low,3,8,11.101372100568552,398.0
Brooklyn_Bridge,low,3,9,10.921417890725927,301.0
Brooklyn_Bridge,low,3,10,11.565985640717614,246.0
Brooklyn_Bridge,low,3,11,10.851110520097079,209.0
Brooklyn_Bridge,low,3,12,10.884242910395786,240.0
Brooklyn_Bridge,low,3,13,10.654255136099339,210.0
Brooklyn_Bridge,low,3,14,9.894218464283123,230.0
Brooklyn_Bridge,low,3,15,9.216259122447376,218.0
Brooklyn_Bridge,low,3,16,9.028981826470416,190.0
Brooklyn_Bridge,low,3,17,8.832198267208689,247.0
Brooklyn_Bridge,low,3,18,9.607805718168523,316.0
Brooklyn_Bridge,low,3,19,10.965221128474639,420.0
Brooklyn_Bridge,low,3,20,11.320624878826653,484.0
Brooklyn_Bridge,low,3,21,11.221972965252853,590.0
Brooklyn_Bridge,low,3,22,11.841887326892408,616.0
Brooklyn_Bridge,low,3,23,11.723954991156383,571.0
Brooklyn_Bridge,low,4,0,12.13861475235418,400.0
Brooklyn_Bridge,low,4,1,14.119224333440759,250.0
Brooklyn_Bridge,low,4,2,14.287423591935871,155.0
Brooklyn_Bridge,low,4,3,15.969648772430803,103.0
Brooklyn_Bridge,low,4,4,16.40498384151172,105.0
Brooklyn_Bridge,low,4,5,18.689841031406072,80.0
Brooklyn_Bridge,low,4,6,15.755578168682437,169.0
Brooklyn_Bridge,low,4,7,13.549593654311687,265.0
Brooklyn_Bridge,low,4,8,11.518273099132319,366.0
Brooklyn_Bridge,low,4,9,11.718039467248367,300.0
Brooklyn_Bridge,low,4,10,11.784156135526908,228.0
Brooklyn_Bridge,low,4,11,10.806269137039864,211.0
Brooklyn_Bridge,low,4,12,11.554110529224973,238.0
Brooklyn_Bridge,low,4,13,11.162438971224756,229.0
Brooklyn_Bridge,low,4,14,9.842877269255439,245.0
Brooklyn_Bridge,low,4,15,9.183469296633577,237.0
Brooklyn_Bridge,low,4,16,9.030142183644703,221.0
Brooklyn_Bridge,low,4,17,9.340485220329741,256.0
Brooklyn_Bridge,low,4,18,10.211123587686608,357.0
Brooklyn_Bridge,low,4,19,11.225060372930713,360.0
Brooklyn_Bridge,low,4,20,11.335958746682376,392.0
Brooklyn_Bridge,low,4,21,11.4363312163615,388.0
Brooklyn_Bridge,low,4,22,11.72504829408154,470.0
Brooklyn_Bridge,low,4,23,10.947478916501664,479.0
Brooklyn_Bridge,low,5,0,11.541744646981744,481.0
Brooklyn_Bridge,low,5,1,12.462071881408841,404.0
Brooklyn_Bridge,low,5,2,12.588438155877798,339.0
Brooklyn_Bridge,low,5,3,13.825702683639305,237.0
Brooklyn_Bridge,low,5,4,15.482402324208206,179.0
Brooklyn_Bridge,low,5,5,17.205129729204113,75.0
Brooklyn_Bridge,low,5,6,18.468630400413684,87.0
Brooklyn_Bridge,low,5,7,16.179512914810594,93.0
Brooklyn_Bridge,low,5,8,15.701314070726092,121.0
Brooklyn_Bridge,low,5,9,14.093928913039365,180.0
Brooklyn_Bridge,low,5,10,13.236371189792298,219.0
Brooklyn_Bridge,low,5,11,12.345664940209371,232.0
Brooklyn_Bridge,low,5,12,11.573086472911305,256.0
Brooklyn_Bridge,low,5,13,10.886152281725265,234.0
Brooklyn_Bridge,low,5,14,10.197856922324295,260.0
Brooklyn_Bridge,low,5,15,10.334485646523627,210.0
Brooklyn_Bridge,low,5,16,10.318762199195312,218.0
Brooklyn_Bridge,low,5,17,10.795197247908815,251.0
Brooklyn_Bridge,low,5,18,9.975969725857164,296.0
Brooklyn_Bridge,low,5,19,10.244239447085949,297.0
Brooklyn_Bridge,low,5,20,9.653777054665591,304.0
Brooklyn_Bridge,low,5,21,10.560877575132155,321.0
Brooklyn_Bridge,low,5,22,10.632948420763537,403.0
Brooklyn_Bridge,low,5,23,10.714591562111732,465.0
Brooklyn_Bridge,low,6,0,11.142626462389625,473.0
Brooklyn_Bridge,low,6,1,12.484834598194906,416.0
Brooklyn_Bridge,low,6,2,12.746186540767294,341.0
Brooklyn_Bridge,low,6,3,13.293145651263671,320.0
Brooklyn_Bridge,low,6,4,14.231899933880307,191.0
Brooklyn_Bridge,low,6,5,16.50596004364778,69.0
Brooklyn_Bridge,low,6,6,17.662414312497948,64.0
Brooklyn_Bridge,low,6,7,17.37459463447861,68.0
Brooklyn_Bridge,low,6,8,16.69196620237708,82.0
Brooklyn_Bridge,low,6,9,14.043699595662565,166.0
Brooklyn_Bridge,low,6,10,13.513483890836152,166.0
Brooklyn_Bridge,low,6,11,13.013810602849485,220.0
Brooklyn_Bridge,low,6,12,12.273934751119771,232.0
Brooklyn_Bridge,low,6,13,11.647451523426499,253.0
Brooklyn_Bridge,low,6,14,11.223566126423165,235.0
Brooklyn_Bridge,low,6,15,10.931715096201764,246.0
Brooklyn_Bridge,low,6,16,10.172053978327053,225.0
Brooklyn_Bridge,low,6,17,11.419798262487552,265.0
Brooklyn_Bridge,low,6,18,11.263472045021466,279.0
Brooklyn_Bridge,low,6,19,11.486988862264722,266.0
Brooklyn_Bridge,low,6,20,11.812787361896316,265.0
Brooklyn_Bridge,low,6,21,13.034991000478572,239.0
Brooklyn_Bridge,low,6,22,14.107873050775117,271.0
Brooklyn_Bridge,low,6,23,14.935158258681893,227.0
Brooklyn_Bridge,mid,0,0,9.928055100134255,7.0
Brooklyn_Bridge,mid,0,1,9.928055100134255,2.0
Brooklyn_Bridge,mid,0,2,9.928055100134255,
Brooklyn_Bridge,mid,0,3,9.928055100134255,1.0
Brooklyn_Bridge,mid,0,4,9.928055100134255,
Brooklyn_Bridge,mid,0,5,9.928055100134255,2.0
Brooklyn_Bridge,mid,0,6,9.488013149289861,5.0
Brooklyn_Bridge,mid,0,7,9.488013149289861,4.0
Brooklyn_Bridge,mid,0,8,8.143342418010764,19.0
Brooklyn_Bridge,mid,0,9,9.550279988363398,11.0
Brooklyn_Bridge,mid,0,10,6.02950341714973,11.0
Brooklyn_Bridge,mid,0,11,9.213268335380493,11.0
Brooklyn_Bridge,mid,0,12,9.591425799069803,8.0
Brooklyn_Bridge,mid,0,13,7.44954585670489,10.0
Brooklyn_Bridge,mid,0,14,6.945828221573956,15.0
Brooklyn_Bridge,mid,0,15,7.934208500266519,10.0
Brooklyn_Bridge,mid,0,16,8.442837850966184,8.0
Brooklyn_Bridge,mid,0,17,7.279002175378754,15.0
Brooklyn_Bridge,mid,0,18,6.399423740575028,11.0
Brooklyn_Bridge,mid,0,19,9.949532017540603,14.0
Brooklyn_Bridge,mid,0,20,8.234258755072693,11.0
Brooklyn_Bridge,mid,0,21,9.745338745350024,11.0
Brooklyn_Bridge,mid,0,22,10.46592038032101,17.0
Brooklyn_Bridge,mid,0,23,11.573691323735455,12.0
Brooklyn_Bridge,mid,1,0,10.680330209739632,8.0
Brooklyn_Bridge,mid,1,1,10.680330209739632,3.0
Brooklyn_Bridge,mid,1,2,10.680330209739632,1.0
Brooklyn_Bridge,mid,1,3,10.680330209739632,2.0
Brooklyn_Bridge,mid,1,4,10.680330209739632,3.0
Brooklyn_Bridge,mid,1,5,10.680330209739632,3.0
Brooklyn_Bridge,mid,1,6,10.680330209739632,1.0
Brooklyn_Bridge,mid,1,7,8.802370442558354,9.0
Brooklyn_Bridge,mid,1,8,8.389889500650224,19.0
Brooklyn_Bridge,mid,1,9,6.893364812964858,11.0
Brooklyn_Bridge,mid,1,10,6.3771882423657935,11.0
Brooklyn_Bridge,mid,1,11,7.825606359682572,8.0
Brooklyn_Bridge,mid,1,12,7.166847753727909,9.0
Brooklyn_Bridge,mid,1,13,8.082440368122601,13.0
Brooklyn_Bridge,mid,1,14,9.33193933423131,13.0
Brooklyn_Bridge,mid,1,15,6.901657803229057,7.0
Brooklyn_Bridge,mid,1,16,6.275555542005701,9.0
Brooklyn_Bridge,mid,1,17,6.456278736085482,9.0
Brooklyn_Bridge,mid,1,18,7.054597038838639,23.0
Brooklyn_Bridge,mid,1,19,8.596761086334169,15.0
Brooklyn_Bridge,mid,1,20,10.031935150210256,24.0
Brooklyn_Bridge,mid,1,21,9.152467028934613,8.0
Brooklyn_Bridge,mid,1,22,10.077777927651896,18.0
Brooklyn_Bridge,mid,1,23,8.494309779767994,10.0
Brooklyn_Bridge,mid,2,0,10.659051801626182,8.0
Brooklyn_Bridge,mid,2,1,10.659051801626182,4.0
Brooklyn_Bridge,mid,2,2,10.659051801626182,3.0
Brooklyn_Bridge,mid,2,3,10.659051801626182,1.0
Brooklyn_Bridge,mid,2,4,10.659051801626182,
Brooklyn_Bridge,mid,2,5,10.659051801626182,
Brooklyn_Bridge,mid,2,6,10.659051801626182,3.0
Brooklyn_Bridge,mid,2,7,8.836960804889497,7.0
Brooklyn_Bridge,mid,2,8,8.987109017610075,19.0
Brooklyn_Bridge,mid,2,9,7.946531101342702,16.0
Brooklyn_Bridge,mid,2,10,6.119255857506987,5.0
Brooklyn_Bridge,mid,2,11,8.177812818393045,16.0
Brooklyn_Bridge,mid,2,12,9.517034296275227,8.0
Brooklyn_Bridge,mid,2,13,6.552863439294128,15.0
Brooklyn_Bridge,mid,2,14,6.051236558023799,11.0
Brooklyn_Bridge,mid,2,15,6.051236558023799,4.0
Brooklyn_Bridge,mid,2,16,6.051236558023799,3.0
Brooklyn_Bridge,mid,2,17,8.093444266763337,13.0
Brooklyn_Bridge,mid,2,18,7.196523083625033,20.0
Brooklyn_Bridge,mid,2,19,7.958704593914463,13.0
Brooklyn_Bridge,mid,2,20,7.508100260201865,22.0
Brooklyn_Bridge,mid,2,21,7.998723288281353,18.0
Brooklyn_Bridge,mid,2,22,9.500435162395647,17.0
Brooklyn_Bridge,mid,2,23,7.179344415206316,8.0
Brooklyn_Bridge,mid,3,0,10.549123350994925,9.0
Brooklyn_Bridge,mid,3,1,10.549123350994925,3.0
Brooklyn_Bridge,mid,3,2,10.549123350994925,1.0
Brooklyn_Bridge,mid,3,3,10.549123350994925,4.0
Brooklyn_Bridge,mid,3,4,10.549123350994925,
Brooklyn_Bridge,mid,3,5,10.549123350994925,2.0
Brooklyn_Bridge,mid,3,6,9.88000196698256,5.0
Brooklyn_Bridge,mid,3,7,10.15551972152111,6.0
Brooklyn_Bridge,mid,3,8,7.743839334740904,15.0
Brooklyn_Bridge,mid,3,9,7.780279500664562,10.0
Brooklyn_Bridge,mid,3,10,7.146643197553517,11.0
Brooklyn_Bridge,mid,3,11,6.861700948664446,8.0
Brooklyn_Bridge,mid,3,12,7.176892582077809,12.0
Brooklyn_Bridge,mid,3,13,6.394910327254208,8.0
Brooklyn_Bridge,mid,3,14,7.990814666427522,11.0
Brooklyn_Bridge,mid,3,15,7.507950437380278,9.0
Brooklyn_Bridge,mid,3,16,6.066259870302638,5.0
Brooklyn_Bridge,mid,3,17,7.770207716505558,11.0
Brooklyn_Bridge,mid,3,18,7.434922699249707,18.0
Brooklyn_Bridge,mid,3,19,9.318610096819361,16.0
Brooklyn_Bridge,mid,3,20,8.126034184403377,19.0
Brooklyn_Bridge,mid,3,21,7.788335877276066,15.0
Brooklyn_Bridge,mid,3,22,7.361468631468993,16.0
Brooklyn_Bridge,mid,3,23,8.49027137332213,22.0
Brooklyn_Bridge,mid,4,0,9.175035253099042,10.0
Brooklyn_Bridge,mid,4,1,10.41049315755803,6.0
Brooklyn_Bridge,mid,4,2,9.561850271084966,7.0
Brooklyn_Bridge,mid,4,3,9.561850271084966,3.0
Brooklyn_Bridge,mid,4,4,9.561850271084966,1.0
Brooklyn_Bridge,mid,4,5,9.561850271084966,2.0
Brooklyn_Bridge,mid,4,6,9.722159447875427,5.0
Brooklyn_Bridge,mid,4,7,9.234509641124658,10.0
Brooklyn_Bridge,mid,4,8,8.776513113415202,14.0
Brooklyn_Bridge,mid,4,9,8.519839990069938,20.0
Brooklyn_Bridge,mid,4,10,7.450314777168306,6.0
Brooklyn_Bridge,mid,4,11,7.215561302645152,10.0
Brooklyn_Bridge,mid,4,12,7.822584365956278,15.0
Brooklyn_Bridge,mid,4,13,7.65081417521306,10.0
Brooklyn_Bridge,mid,4,14,6.511744947064534,17.0
Brooklyn_Bridge,mid,4,15,7.998663605709626,5.0
Brooklyn_Bridge,mid,4,16,7.998663605709626,4.0
Brooklyn_Bridge,mid,4,17,7.224346290390889,10.0
Brooklyn_Bridge,mid,4,18,7.5450583796212864,16.0
Brooklyn_Bridge,mid,4,19,8.943293796131748,18.0
Brooklyn_Bridge,mid,4,20,8.45957895679131,25.0
Brooklyn_Bridge,mid,4,21,8.215384728149106,28.0
Brooklyn_Bridge,mid,4,22,8.674282471252015,16.0
Brooklyn_Bridge,mid,4,23,8.868681568211317,18.0
Brooklyn_Bridge,mid,5,0,8.27178138348464,16.0
Brooklyn_Bridge,mid,5,1,10.388325502238473,13.0
Brooklyn_Bridge,mid,5,2,11.167857080162534,9.0
Brooklyn_Bridge,mid,5,3,11.167857080162534,3.0
Brooklyn_Bridge,mid,5,4,9.14148936877826,6.0
Brooklyn_Bridge,mid,5,5,9.14148936877826,3.0
Brooklyn_Bridge,mid,5,6,9.14148936877826,2.0
Brooklyn_Bridge,mid,5,7,9.81515639419701,5.0
Brooklyn_Bridge,mid,5,8,9.838567388269318,8.0
Brooklyn_Bridge,mid,5,9,10.665850215039773,7.0
Brooklyn_Bridge,mid,5,10,9.6749609091094,20.0
Brooklyn_Bridge,mid,5,11,7.537678476969851,12.0
Brooklyn_Bridge,mid,5,12,6.736506806021226,16.0
Brooklyn_Bridge,mid,5,13,7.988229697558543,20.0
Brooklyn_Bridge,mid,5,14,6.739707058156602,16.0
