pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,dist_mile,pickup_hour,pickup_day,pickup_borough,dropoff_borough,trip_duration,hour_group,speed
-73.85126495361328,40.832763671875,-73.84514617919923,40.82377243041992,single,0.6984185002388443,0,Sun,Bronx,Bronx,260,18~24,9.670410003307074
-73.92861938476561,40.81895446777344,-73.94219207763672,40.812408447265625,single,0.8428070279763579,5,Sun,Bronx,Bronx,238,0~6,12.748341599642389
-73.85155487060547,40.833843231201165,-73.90476989746092,40.846675872802734,single,2.925953386489479,4,Mon,Bronx,Bronx,511,0~6,20.613370237499264
-73.86119079589844,40.83517456054688,-73.87155151367188,40.83733367919922,two_or_more,0.5630570844262134,14,Thu,Bronx,Bronx,1091,12~18,1.8579335508106032
-73.92131805419923,40.835464477539055,-73.95836639404298,40.800758361816406,two_or_more,3.083392221220836,17,Wed,Bronx,Bronx,1102,12~18,10.072787655530862
-73.92696380615233,40.81087112426758,-73.9109115600586,40.81932067871094,single,1.02378406390131,5,Mon,Bronx,Bronx,319,0~6,11.553675956253029
-73.88107299804686,40.85699081420898,-73.93699645996092,40.810901641845696,two_or_more,4.324924406385221,1,Thu,Bronx,Bronx,699,0~6,22.274288788250065
-73.92678833007811,40.80658721923828,-73.95489501953125,40.80416870117188,single,1.4831275287358583,8,Mon,Bronx,Bronx,717,6~12,7.4466654162469865
-73.92945098876953,40.81247329711913,-73.93113708496092,40.82509994506836,single,0.87575509072778,5,Fri,Bronx,Bronx,160,0~6,19.70448954137505
-73.9293441772461,40.812721252441406,-73.92292785644531,40.830963134765625,two_or_more,1.3029157208443458,6,Tue,Bronx,Bronx,345,0~6,13.59564230446274
-73.91767120361328,40.80694580078125,-73.92778778076173,40.83572006225586,two_or_more,2.0551266351541635,4,Sat,Bronx,Bronx,623,0~6,11.875531118065792
-73.91668701171875,40.83742141723633,-73.91668701171875,40.83742141723633,single,0.0,9,Tue,Bronx,Bronx,1380,6~12,0.0
-73.9290313720703,40.822208404541016,-73.92351531982422,40.825103759765625,two_or_more,0.3514527537727852,10,Sun,Bronx,Bronx,254,6~12,4.981220132212703
-73.91697692871094,40.83705139160156,-73.91697692871094,40.83705139160156,single,0.0,16,Wed,Bronx,Bronx,936,12~18,0.0
-73.91673278808594,40.837440490722656,-73.91673278808594,40.837440490722656,single,0.0,19,Sat,Bronx,Bronx,2226,18~24,0.0
-73.9255599975586,40.806011199951165,-73.88690948486328,40.819610595703125,single,2.23306714132423,21,Sun,Bronx,Bronx,651,18~24,12.348758385203114
-73.87556457519531,40.837623596191406,-73.86335754394531,40.8311767578125,two_or_more,0.7792303649163177,16,Wed,Bronx,Bronx,213,12~18,13.170090674641989
-73.842041015625,40.8407096862793,-73.89054107666014,40.8442840576172,single,2.553509324132168,4,Sat,Bronx,Bronx,626,0~6,14.684718157948568
-73.92449188232422,40.80738830566406,-73.94136810302734,40.78853225708008,single,1.5735620163201816,10,Tue,Bronx,Bronx,620,6~12,9.13681170766557
-73.92731475830078,40.818729400634766,-73.96529388427734,40.79862594604492,single,2.426810721783518,18,Sun,Bronx,Bronx,1296,12~18,6.741140893843106
-73.922607421875,40.8267936706543,-73.92115783691406,40.85246658325195,two_or_more,1.7731558995592944,2,Wed,Bronx,Bronx,403,0~6,15.839606050653748
-73.92746734619139,40.811073303222656,-73.94976806640625,40.79879760742188,single,1.443871764269198,20,Sat,Bronx,Bronx,916,18~24,5.674605187084185
-73.92241668701173,40.819091796875,-73.9205780029297,40.813079833984375,single,0.4258977561290911,0,Sun,Bronx,Bronx,250,18~24,6.132927688258912
-73.91278076171875,40.80442810058594,-73.91278076171875,40.80442810058594,two_or_more,0.0,11,Sun,Bronx,Bronx,1330,6~12,0.0
-73.9236602783203,40.827911376953125,-73.84771728515625,40.831302642822266,single,3.98731697547084,5,Fri,Bronx,Bronx,868,0~6,16.537259345270765
-73.9210205078125,40.82646179199219,-73.88799285888672,40.85524368286133,two_or_more,2.6344103249250304,9,Thu,Bronx,Bronx,1489,6~12,6.369292927958434
-73.91093444824217,40.84552383422852,-73.85655212402342,40.8695068359375,single,3.2949322389591584,0,Sat,Bronx,Bronx,882,18~24,13.44870301615983
-73.92344665527344,40.817630767822266,-73.86787414550781,40.91862487792969,single,7.552575720563057,11,Sat,Bronx,Bronx,953,6~12,28.530191599188882
-73.92855072021484,40.80734634399414,-73.95986938476561,40.7988739013672,single,1.743138733793761,19,Sat,Bronx,Bronx,706,18~24,8.888526121327958
-73.913818359375,40.8452606201172,-73.91615295410156,40.84529876708984,single,0.122363973845567,1,Sat,Bronx,Bronx,15,0~6,29.367353722936077
-73.90895080566406,40.863967895507805,-73.9056167602539,40.84638214111328,two_or_more,1.2259950293125432,21,Sun,Bronx,Bronx,1337,18~24,3.301108530684484
-73.92698669433594,40.80662155151367,-73.94834136962889,40.803958892822266,single,1.1346582930618831,7,Mon,Bronx,Bronx,838,6~12,4.8744270346333884
-73.86212158203125,40.83997344970703,-73.95676422119139,40.779911041259766,two_or_more,6.465188093941135,8,Sun,Bronx,Bronx,1285,6~12,18.112589212597733
-73.92305755615233,40.81704711914063,-73.927490234375,40.85162353515625,single,2.3971846576376605,13,Fri,Bronx,Bronx,961,12~18,8.980088207591653
-73.92356109619139,40.825508117675774,-73.98876953125,40.74480819702149,single,6.534960567929264,10,Sat,Bronx,Bronx,2581,6~12,9.115016677468171
-73.86122131347656,40.83367156982422,-73.85665893554686,40.815731048583984,single,1.2608481060199055,7,Mon,Bronx,Bronx,476,6~12,9.535826011915251
-73.91703033447266,40.837440490722656,-73.91703033447266,40.837440490722656,single,0.0,12,Wed,Bronx,Bronx,633,6~12,0.0
-73.91694641113281,40.835498809814446,-73.91694641113281,40.835498809814446,single,0.0,12,Wed,Bronx,Bronx,861,6~12,0.0
-73.91692352294923,40.849605560302734,-73.87876892089844,40.65706253051758,two_or_more,13.436001166722924,18,Tue,Bronx,Bronx,2935,12~18,16.480274003476158
-73.88785552978516,40.85985565185546,-73.85186004638672,40.89433288574219,single,3.0355186762403417,15,Fri,Bronx,Bronx,1385,12~18,7.890156847989337
-73.9049301147461,40.833003997802734,-73.89764404296875,40.84562683105469,two_or_more,0.951040466618546,20,Thu,Bronx,Bronx,232,18~24,14.757524482011922
-73.85163879394531,40.83436965942384,-73.8661117553711,40.87237930297852,single,2.7302365000205424,0,Thu,Bronx,Bronx,730,18~24,13.464180000101305
-73.90467834472656,40.83949279785156,-73.9046859741211,40.839481353759766,single,0.000885134370555,3,Sun,Bronx,Bronx,32,0~6,0.0995776166874375
-73.9166488647461,40.83734893798828,-73.9166488647461,40.83734893798828,single,0.0,9,Mon,Bronx,Bronx,784,6~12,0.0
-73.86450958251953,40.86787796020508,-73.8604736328125,40.83405303955078,single,2.343612070351805,23,Mon,Bronx,Bronx,688,18~24,12.263086414631537
-73.92371368408203,40.82529067993164,-73.92767333984375,40.75789260864258,single,4.65531619372656,10,Sat,Bronx,Bronx,864,6~12,19.397150807194002
-73.91560363769531,40.88362884521485,-73.91560363769531,40.88362884521485,single,0.0,5,Sat,Bronx,Bronx,4,0~6,0.0
-73.91838836669923,40.83904647827149,-73.98514556884764,40.720821380615234,single,8.877632952096647,21,Fri,Bronx,Bronx,2022,18~24,15.805874692160202
-73.92735290527344,40.81874847412109,-73.92735290527344,40.81874847412109,single,0.0,8,Mon,Bronx,Bronx,1094,6~12,0.0
-73.8318634033203,40.882148742675774,-73.86585235595702,40.87808990478516,single,1.8020284874056576,19,Sun,Bronx,Bronx,559,18~24,11.605192405474718
-73.91950988769531,40.83279037475586,-73.92747497558595,40.818485260009766,single,1.07176705358483,9,Tue,Bronx,Bronx,339,6~12,11.381597029219435
-73.91098022460938,40.85007095336913,-73.91098022460938,40.85007095336913,two_or_more,0.0,17,Thu,Bronx,Bronx,528,12~18,0.0
-73.92256164550781,40.8177146911621,-73.88961029052734,40.86409759521485,single,3.636711669011392,23,Mon,Bronx,Bronx,824,18~24,15.8885461267488
-73.9228286743164,40.81337356567384,-73.91661834716798,40.80636215209961,single,0.5831725495597467,21,Sat,Bronx,Bronx,279,18~24,7.524807091093505
-73.92269134521484,40.83121109008789,-73.88214874267578,40.88210678100586,single,4.10439538673979,1,Tue,Bronx,Bronx,817,0~6,18.085463148425024
-73.93101501464845,40.82198333740234,-73.9423828125,40.82208633422852,two_or_more,0.5959371657382737,19,Fri,Bronx,Bronx,494,18~24,4.342861936554221
-73.9295883178711,40.8078498840332,-73.93583679199219,40.806671142578125,single,0.3375606804551535,10,Sat,Bronx,Bronx,57,6~12,21.31962192348338
-73.93132019042967,40.823028564453125,-73.93737030029298,40.81899642944336,single,0.4218960153278274,14,Sat,Bronx,Bronx,259,12~18,5.864191718842388
-73.88200378417967,40.79043197631836,-73.88072967529298,40.790863037109375,two_or_more,0.0731410226690633,17,Mon,Bronx,Bronx,456,12~18,0.5774291263347103
-73.91533660888672,40.805084228515625,-73.87705230712889,40.87968444824219,single,5.52483232489328,23,Thu,Bronx,Bronx,1621,18~24,12.269831196555094
-73.92385101318358,40.81121826171875,-73.92385101318358,40.811199188232415,single,0.0013161360305208,14,Sat,Bronx,Bronx,9,12~18,0.52645441220832
-73.92263793945312,40.82714080810546,-73.92354583740233,40.8226432800293,single,0.3139731933960136,7,Fri,Bronx,Bronx,191,6~12,5.917819351966749
-73.9176025390625,40.816139221191406,-73.92192840576173,40.80615997314453,single,0.7249897298502548,7,Mon,Bronx,Bronx,382,6~12,6.832363946232767
-73.8863754272461,40.878543853759766,-73.98686981201173,40.756954193115234,two_or_more,9.906966914883553,7,Wed,Bronx,Bronx,1086,6~12,32.84077430348139
-73.92808532714844,40.82959747314453,-73.98139953613281,40.780723571777344,two_or_more,4.380393944411818,22,Sat,Bronx,Bronx,1682,18~24,9.375397265090692
-73.92897033691406,40.822208404541016,-73.9387435913086,40.80595016479492,single,1.2333398156261288,12,Fri,Bronx,Bronx,717,6~12,6.19250116632366
-73.93000030517578,40.8114013671875,-73.93000030517578,40.81139755249024,single,0.0002632272138013,16,Wed,Bronx,Bronx,6,12~18,0.15793632828078
-73.91870880126953,40.80854034423828,-73.94049835205078,40.80891418457031,two_or_more,1.1427177848205072,19,Sat,Bronx,Bronx,585,18~24,7.032109445049275
-73.90367126464844,40.85411834716797,-73.90367126464844,40.85411834716797,single,0.0,5,Fri,Bronx,Bronx,2,0~6,0.0
-73.90056610107422,40.822364807128906,-73.87876892089844,40.88059997558594,single,4.177601402405521,8,Thu,Bronx,Bronx,1517,6~12,9.913885991206245
-73.92733764648438,40.830448150634766,-73.9822006225586,40.753711700439446,two_or_more,6.0262644047791785,21,Thu,Bronx,Bronx,2763,18~24,7.851810299386551
-73.90887451171875,40.82395553588867,-73.98616790771484,40.72664260864258,single,7.844032497438759,8,Tue,Bronx,Bronx,2703,6~12,10.447102105356839
-73.92533111572266,40.806148529052734,-73.92533111572266,40.806148529052734,single,0.0,19,Sat,Bronx,Bronx,911,18~24,0.0
-73.87873077392578,40.88043975830078,-73.84822845458984,40.87461853027344,single,1.6473098772608687,12,Fri,Bronx,Bronx,483,6~12,12.278086041695916
-73.90460968017578,40.879127502441406,-73.9034423828125,40.86506271362305,single,0.9724530835334132,23,Thu,Bronx,Bronx,429,18~24,8.160445456224446
-73.8578109741211,40.81354141235352,-73.86486053466798,40.87696075439453,single,4.391741839357155,7,Thu,Bronx,Bronx,1816,6~12,8.706096157315946
-73.87903594970702,40.879695892333984,-73.86184692382812,40.88515853881836,single,0.9759559329861804,9,Thu,Bronx,Bronx,679,6~12,5.174434990795655
-73.90234375,40.882373809814446,-73.88150024414062,40.88281631469727,single,1.0920396563163242,17,Wed,Bronx,Bronx,533,12~18,7.375877603637462
-73.92063140869139,40.831050872802734,-73.95500183105469,40.820438385009766,single,1.9447259464490247,20,Tue,Bronx,Bronx,729,18~24,9.603584920735925
-73.924560546875,40.82355117797852,-73.924560546875,40.82355117797852,single,0.0,8,Wed,Bronx,Bronx,1021,6~12,0.0
-73.92295837402342,40.826519012451165,-73.95437622070312,40.7641487121582,single,4.6083374094232,4,Thu,Bronx,Bronx,781,0~6,21.242016227815007
-73.92767333984375,40.81125259399414,-73.93986511230467,40.830360412597656,single,1.465233391231108,14,Wed,Bronx,Bronx,664,12~18,7.94403645848191
-73.92333984375,40.817626953125,-73.94587707519531,40.82193374633789,two_or_more,1.218235799875956,8,Wed,Bronx,Bronx,85870,6~12,0.0510731207587451
-73.90007781982422,40.87165451049805,-73.90013122558594,40.87158966064453,single,0.0052773451888258,23,Fri,Bronx,Bronx,62,18~24,0.30642649483504647
-73.9163589477539,40.82487869262695,-73.87766265869139,40.884891510009766,single,4.610792216116814,1,Sat,Bronx,Bronx,701,0~6,23.678818798888063
-73.8497314453125,40.8345184326172,-73.827392578125,40.83194732666016,single,1.184162271689551,17,Thu,Bronx,Bronx,327,12~18,13.036648862637259
-73.87982177734375,40.87149810791016,-73.88253784179686,40.881660461425774,two_or_more,0.7155293738184181,23,Mon,Bronx,Bronx,445,18~24,5.788552237632146
-73.92523956298828,40.84038543701172,-73.92489624023438,40.84138870239258,single,0.0715288208710795,3,Sat,Bronx,Bronx,43235,0~6,0.005955909682800652
-73.9190902709961,40.8153190612793,-73.93697357177734,40.80192947387695,two_or_more,1.3163504929733685,18,Sat,Bronx,Bronx,507,12~18,9.34686740572806
-73.85189819335938,40.83110809326172,-73.89627838134764,40.84632110595703,single,2.551736809736897,5,Fri,Bronx,Bronx,415,0~6,22.13554822904296
-73.91031646728516,40.81995391845703,-74.00425720214845,40.72182846069336,two_or_more,8.374483055480415,22,Fri,Bronx,Bronx,1823,18~24,16.53765167291799
-73.92963409423827,40.812286376953125,-73.92963409423827,40.812286376953125,two_or_more,0.0,15,Tue,Bronx,Bronx,28,12~18,0.0
-73.90306091308595,40.86581039428711,-74.17738342285155,40.695308685302734,single,18.58644281522843,8,Sat,Bronx,Bronx,1854,6~12,36.090180223744525
-73.9198226928711,40.83221054077149,-73.9198226928711,40.83221054077149,single,0.0,18,Mon,Bronx,Bronx,1020,12~18,0.0
-73.92300415039062,40.82632064819336,-74.00645446777344,40.7056770324707,two_or_more,9.405817139797,9,Mon,Bronx,Bronx,2102,6~12,16.1089161290529
-73.88959503173827,40.87099075317384,-73.91188049316406,40.843311309814446,single,2.2385946085366486,5,Wed,Bronx,Bronx,358,0~6,22.511007236681383
-73.8857879638672,40.8447380065918,-73.88578033447266,40.8447380065918,single,0.0003997929871574,5,Sat,Bronx,Bronx,43,0~6,0.033471040785270696
-73.86100006103516,40.833789825439446,-73.86927032470702,40.838809967041016,two_or_more,0.5548521500424071,3,Sun,Bronx,Bronx,460,0~6,4.342321174244924
-73.91654205322266,40.816848754882805,-73.90341949462889,40.81247329711913,single,0.7512911941609542,17,Mon,Bronx,Bronx,366,12~18,7.389749450763484
-73.89795684814453,40.88518524169922,-73.99416351318358,40.767276763916016,single,9.572148054089954,18,Sun,Bronx,Bronx,1410,12~18,24.43952694661265
-73.85688018798828,40.85758972167969,-73.88933563232422,40.860748291015625,single,1.7142623400965016,1,Fri,Bronx,Bronx,283,0~6,21.806870757411325
-73.92988586425781,40.81214141845703,-73.92989349365233,40.81214141845703,two_or_more,0.000399988804302,15,Thu,Bronx,Bronx,150,12~18,0.009599731303248
-73.85826873779298,40.849910736083984,-73.85004425048828,40.84149169921875,single,0.7233490364968354,23,Fri,Bronx,Bronx,298,18~24,8.73844473620338
-73.92929077148438,40.81918716430664,-73.93958282470702,40.8277587890625,single,0.8005578403738026,14,Tue,Bronx,Bronx,321,12~18,8.97821877054732
-73.91680908203125,40.83723068237305,-73.91680908203125,40.83723068237305,single,0.0,16,Tue,Bronx,Bronx,4280,12~18,0.0
-73.92687225341797,40.81980895996094,-73.92334747314453,40.82538986206056,single,0.4271323941131201,10,Sat,Bronx,Bronx,125,6~12,12.301412950457859
-73.92704010009764,40.8074607849121,-73.92704010009764,40.8074607849121,two_or_more,0.0,5,Wed,Bronx,Bronx,174,0~6,0.0
-73.89905548095702,40.83935546875,-73.78972625732422,40.6446418762207,single,14.609664499419942,18,Mon,Bronx,Bronx,2637,12~18,19.944934470197875
-73.82238006591797,40.86690139770508,-73.86676025390625,40.85252380371094,single,2.527893684047894,16,Sat,Bronx,Bronx,853,12~18,10.668718947916082
-73.93182373046875,40.810791015625,-73.98314666748048,40.76924896240234,single,3.932152409083163,13,Fri,Bronx,Bronx,2334,12~18,6.065016569279943
-73.91770172119139,40.83482360839844,-73.94548034667967,40.80282974243164,single,2.644702100638343,5,Tue,Bronx,Bronx,558,0~6,17.06259419766673
-73.82845306396483,40.88804626464844,-73.82960510253906,40.88914489746094,single,0.0968855229726679,8,Fri,Bronx,Bronx,22,6~12,15.853994668254748
-73.90525817871094,40.83259582519531,-73.91837310791014,40.80730056762695,single,1.8759783934875,14,Sun,Bronx,Bronx,549,12~18,12.301497662213116
-73.92427825927734,40.82364654541016,-73.89205169677734,40.85799026489258,single,2.910034940872898,23,Fri,Bronx,Bronx,1036,18~24,10.11209052812976
-73.83158111572266,40.88471221923828,-73.85014343261719,40.830432891845696,two_or_more,3.869685914996489,19,Wed,Bronx,Bronx,674,18~24,20.668945540040593
-73.90463256835938,40.87935256958008,-73.94154357910156,40.83843994140625,single,3.421932657064604,1,Mon,Bronx,Bronx,987,0~6,12.481213338837462
-73.91522216796875,40.81787109375,-73.93763732910156,40.82925033569336,two_or_more,1.4131866311274366,8,Sun,Bronx,Bronx,683,6~12,7.448714307553106
-73.90848541259764,40.816368103027344,-73.92682647705078,40.81847381591797,single,0.972413884187492,0,Sat,Bronx,Bronx,279,18~24,12.547275924999896
-73.91142272949219,40.80775833129882,-73.86133575439453,40.839458465576165,single,3.4172991374290485,4,Mon,Bronx,Bronx,1023,0~6,12.025686114119818
-73.90609741210938,40.87336349487305,-73.92109680175781,40.867431640625,single,0.8859194961602954,22,Sat,Bronx,Bronx,283,18~24,11.269647300979022
-73.92698669433594,40.80751037597656,-73.9207992553711,40.82162857055664,single,1.0267892307931177,10,Sun,Bronx,Bronx,605,6~12,6.109820216289626
-73.9291763305664,40.8289909362793,-73.93724822998048,40.8243408203125,single,0.5310091898781567,6,Wed,Bronx,Bronx,188,0~6,10.168261082773213
-73.92871856689453,40.81008529663086,-73.9699935913086,40.75336456298828,single,4.472757922126343,17,Mon,Bronx,Bronx,1588,12~18,10.13975347585317
-73.88970184326173,40.873512268066406,-73.84816741943358,40.864612579345696,single,2.26068751922243,23,Wed,Bronx,Bronx,739,18~24,11.012821473884637
-73.9261245727539,40.806446075439446,-73.9368438720703,40.798355102539055,single,0.7922260440757384,22,Wed,Bronx,Bronx,155,18~24,18.400088765630052
-73.86172485351561,40.833274841308594,-73.88671875,40.827442169189446,single,1.370437685582795,8,Thu,Bronx,Bronx,830,6~12,5.944067069997666
-73.93104553222656,40.81558609008789,-73.93104553222656,40.81558609008789,two_or_more,0.0,10,Wed,Bronx,Bronx,2886,6~12,0.0
-73.89949035644531,40.879695892333984,-73.89957427978516,40.87950897216797,single,0.0136266463010489,22,Wed,Bronx,Bronx,2158,18~24,0.022732125432704375
-73.913818359375,40.84592819213867,-73.94844055175781,40.80648040771485,single,3.2715248105143577,7,Thu,Bronx,Bronx,1308,6~12,9.004196726186304
-73.92021179199219,40.807865142822266,-73.88093566894531,40.82833099365234,single,2.496730205966801,1,Mon,Bronx,Bronx,411,0~6,21.869169687300445
-73.92941284179686,40.812538146972656,-73.91359710693358,40.765727996826165,single,3.334849813975812,2,Sat,Bronx,Bronx,898,0~6,13.369108385649135
-73.92760467529298,40.81087112426758,-73.90072631835938,40.862117767333984,two_or_more,3.80644990368552,5,Thu,Bronx,Bronx,1365,0~6,10.0389887569728
-73.921875,40.83082962036133,-73.92186737060547,40.83082962036133,single,0.000399876554658,18,Sat,Bronx,Bronx,29,12~18,0.04963984816444138
-73.8936767578125,40.82721710205078,-73.94232940673827,40.80971145629882,single,2.8220784637779923,16,Sun,Bronx,Bronx,1483,12~18,6.8506287724887205
-73.91401672363281,40.8448600769043,-73.8991928100586,40.86059188842773,two_or_more,1.334804669376532,4,Sun,Bronx,Bronx,591,0~6,8.13078986422253
-73.91832733154298,40.830108642578125,-73.90285491943358,40.8486557006836,single,1.5150583259460737,4,Sat,Bronx,Bronx,389,0~6,14.021105330092198
-73.92832946777344,40.812198638916016,-73.93047332763672,40.81060791015625,single,0.1571045907313882,10,Fri,Bronx,Bronx,62,6~12,9.122202042467702
-73.87933349609375,40.873828887939446,-73.87933349609375,40.8814697265625,two_or_more,0.5272501863967402,3,Fri,Bronx,Bronx,226,0~6,8.398675535523294
-73.91439819335938,40.82049179077149,-73.91645050048828,40.82929611206056,two_or_more,0.6169806984020431,23,Fri,Bronx,Bronx,231,18~24,9.615283611460411
-73.92233276367188,40.826824188232415,-73.9873046875,40.693634033203125,single,9.80235701794057,7,Wed,Bronx,Bronx,2474,6~12,14.26373697032581
-73.92932891845702,40.80768966674805,-73.89513397216798,40.83015441894531,single,2.3698635801714216,19,Wed,Bronx,Bronx,1036,18~24,8.235047189784863
-73.90353393554686,40.83928680419922,-73.95814514160156,40.772964477539055,single,5.3984217256582365,12,Wed,Bronx,Bronx,348,6~12,55.84574198956796
-73.82966613769531,40.830669403076165,-73.82966613769531,40.830669403076165,single,0.0,2,Mon,Bronx,Bronx,5,0~6,0.0
-73.90660858154298,40.81285095214844,-73.93099975585938,40.81106948852539,single,1.2846625500517252,0,Sun,Bronx,Bronx,443,18~24,10.439695666334561
-73.88483428955078,40.81346130371094,-73.92899322509764,40.85585784912109,two_or_more,3.730266444642854,1,Sun,Bronx,Bronx,2207,0~6,6.084711916952548
-73.89399719238281,40.842281341552734,-73.9158706665039,40.85034942626953,single,1.2742347200330029,3,Sun,Bronx,Bronx,459,0~6,9.993997804180415
-73.91459655761719,40.8442497253418,-73.88104248046875,40.855464935302734,single,1.920941685022508,2,Fri,Bronx,Bronx,608,0~6,11.37399681921222
-73.93087005615233,40.83035659790039,-73.92041778564453,40.8261604309082,two_or_more,0.6196624201580693,15,Sat,Bronx,Bronx,248,12~18,8.995099647455845
-73.91367340087889,40.8193588256836,-73.92427825927734,40.811389923095696,two_or_more,0.781958397118442,2,Mon,Bronx,Bronx,167,0~6,16.856588201355635
-73.89835357666014,40.86240005493164,-73.91185760498048,40.86172866821289,two_or_more,0.7089645808870866,23,Sun,Bronx,Bronx,201,18~24,12.697873090514983
-73.92707061767578,40.81079864501953,-73.91166687011719,40.85165786743164,single,2.932751112787664,19,Sun,Bronx,Bronx,1131,18~24,9.33501680462917
-73.9287109375,40.81563186645508,-73.96589660644531,40.80564880371094,two_or_more,2.0677123470077627,9,Sat,Bronx,Bronx,955,6~12,7.794517747882666
-73.91265106201173,40.80474853515625,-73.87964630126953,40.87646865844727,single,5.242495668972781,2,Mon,Bronx,Bronx,709,0~6,26.619159955291977
-73.85770416259764,40.880496978759766,-73.85791015625,40.880252838134766,single,0.0200051802652235,9,Mon,Bronx,Bronx,35,6~12,2.0576756844229886
-73.91338348388672,40.83297729492188,-73.87962341308595,40.8223876953125,single,1.914475255937004,1,Sat,Bronx,Bronx,759,0~6,9.080515047922548
-73.90228271484375,40.87351608276367,-73.90228271484375,40.87351608276367,two_or_more,0.0,13,Sun,Bronx,Bronx,771,12~18,0.0
-73.92515563964845,40.82778549194336,-73.92761993408203,40.833126068115234,single,0.3904984206833453,1,Sat,Bronx,Bronx,270,0~6,5.20664560911127
-73.92755126953125,40.80696868896485,-73.94979095458984,40.80117416381836,single,1.232754088637554,4,Sun,Bronx,Bronx,457,0~6,9.710973127122966
-73.92044067382812,40.852249145507805,-73.90312194824217,40.86908721923828,single,1.4741831971405546,0,Tue,Bronx,Bronx,376,18~24,14.11451997262233
-73.891845703125,40.82948684692384,-73.89189147949219,40.8275260925293,single,0.1353204637963402,2,Thu,Bronx,Bronx,814,0~6,0.5984688816545758
-73.90863800048828,40.83390045166016,-73.92174530029298,40.84086227416992,single,0.8382337424167943,1,Thu,Bronx,Bronx,356,0~6,8.476520990731627
-73.81484985351561,40.81451797485352,-73.81484985351561,40.81451797485352,single,0.0,18,Mon,Bronx,Bronx,23,12~18,0.0
-73.90489196777344,40.904800415039055,-73.90489196777344,40.904800415039055,single,0.0,15,Tue,Bronx,Bronx,19,12~18,0.0
-73.9024887084961,40.85164260864258,-73.90054321289062,40.81893157958984,two_or_more,2.259484482673724,3,Fri,Bronx,Bronx,760,0~6,10.702821233717641
