pickup_borough,pickup_day,pickup_hour,dist_bins,mean_speed
Bronx,0,4,"(0.951, 1.168]",13.537900581617848
Bronx,0,4,"(1.168, 1.426]",13.537900581617848
Bronx,0,4,"(1.426, 1.764]",9.070192859214504
Bronx,0,4,"(1.764, 2.261]",9.070192859214504
Bronx,0,4,"(2.261, 3.113]",20.613370237499264
Bronx,0,4,"(3.113, 5.144]",17.357625764173576
Bronx,0,4,"(5.144, 72.461]",17.357625764173576
Bronx,0,5,"(0.249, 0.566]",4.48352610405766
Bronx,0,5,"(0.566, 0.757]",4.48352610405766
Bronx,0,5,"(0.757, 0.951]",12.211534428443867
Bronx,0,5,"(0.951, 1.168]",11.553675956253029
Bronx,0,5,"(1.168, 1.426]",11.553675956253029
Bronx,0,5,"(1.426, 1.764]",11.553675956253029
Bronx,0,5,"(1.764, 2.261]",11.553675956253029
Bronx,0,5,"(2.261, 3.113]",11.553675956253029
Bronx,0,5,"(3.113, 5.144]",11.553675956253029
Bronx,0,5,"(5.144, 72.461]",11.553675956253029
Bronx,0,6,"(0.249, 0.566]",10.413865371323402
Bronx,0,6,"(0.566, 0.757]",10.413865371323402
Bronx,0,6,"(0.757, 0.951]",10.413865371323402
Bronx,0,6,"(0.951, 1.168]",10.413865371323402
Bronx,0,6,"(1.168, 1.426]",7.284163241574968
Bronx,0,6,"(1.426, 1.764]",7.584655079040532
Bronx,0,6,"(1.764, 2.261]",25.112676196990172
Bronx,0,6,"(2.261, 3.113]",25.112676196990172
Bronx,0,6,"(3.113, 5.144]",17.854159776362888
Bronx,0,6,"(5.144, 72.461]",17.854159776362888
Bronx,0,7,"(0.249, 0.566]",17.854159776362888
Bronx,0,7,"(0.566, 0.757]",6.832363946232767
Bronx,0,7,"(0.757, 0.951]",6.832363946232767
Bronx,0,7,"(0.951, 1.168]",4.8744270346333884
Bronx,0,7,"(1.168, 1.426]",8.123730300148456
Bronx,0,7,"(1.426, 1.764]",8.123730300148456
Bronx,0,7,"(1.764, 2.261]",8.123730300148456
Bronx,0,7,"(2.261, 3.113]",12.821891186779432
Bronx,0,7,"(3.113, 5.144]",7.50290727780505
Bronx,0,7,"(5.144, 72.461]",7.688940476243717
Bronx,0,8,"(0.249, 0.566]",4.232459700108394
Bronx,0,8,"(0.566, 0.757]",11.690652552256054
Bronx,0,8,"(0.757, 0.951]",8.001578631950863
Bronx,0,8,"(0.951, 1.168]",8.001578631950863
Bronx,0,8,"(1.168, 1.426]",9.934673854646952
Bronx,0,8,"(1.426, 1.764]",8.232243910089325
Bronx,0,8,"(1.764, 2.261]",8.232243910089325
Bronx,0,8,"(2.261, 3.113]",8.232243910089325
Bronx,0,8,"(3.113, 5.144]",17.948306949478553
Bronx,0,8,"(5.144, 72.461]",17.948306949478553
Bronx,0,9,"(0.249, 0.566]",17.948306949478553
Bronx,0,9,"(0.566, 0.757]",17.948306949478553
Bronx,0,9,"(0.757, 0.951]",17.948306949478553
Bronx,0,9,"(0.951, 1.168]",17.948306949478553
Bronx,0,9,"(1.168, 1.426]",17.948306949478553
Bronx,0,9,"(1.426, 1.764]",17.948306949478553
Bronx,0,9,"(1.764, 2.261]",17.948306949478553
Bronx,0,9,"(2.261, 3.113]",17.948306949478553
Bronx,0,9,"(3.113, 5.144]",17.948306949478553
Bronx,0,9,"(5.144, 72.461]",16.108916129052904
Bronx,0,10,"(0.249, 0.566]",16.108916129052904
Bronx,0,10,"(0.566, 0.757]",16.108916129052904
Bronx,0,10,"(0.757, 0.951]",16.108916129052904
Bronx,0,10,"(0.951, 1.168]",8.864886097487698
Bronx,0,10,"(1.168, 1.426]",8.01999493895945
Bronx,0,10,"(1.426, 1.764]",8.01999493895945
Bronx,0,10,"(1.764, 2.261]",8.01999493895945
Bronx,0,10,"(2.261, 3.113]",8.79355325153771
Bronx,0,10,"(3.113, 5.144]",15.845212868832231
Bronx,0,10,"(5.144, 72.461]",15.845212868832231
Bronx,0,11,"(0.249, 0.566]",15.845212868832231
Bronx,0,11,"(0.566, 0.757]",6.872805924061689
Bronx,0,11,"(0.757, 0.951]",6.872805924061689
Bronx,0,11,"(0.951, 1.168]",6.872805924061689
Bronx,0,11,"(1.168, 1.426]",6.872805924061689
Bronx,0,11,"(1.426, 1.764]",9.677271536810785
Bronx,0,11,"(1.764, 2.261]",9.677271536810785
Bronx,0,11,"(2.261, 3.113]",9.488095037454743
Bronx,0,11,"(3.113, 5.144]",8.931965812333079
Bronx,0,11,"(5.144, 72.461]",8.931965812333079
Bronx,0,12,"(0.249, 0.566]",4.736441729201223
Bronx,0,12,"(0.566, 0.757]",6.741849118830083
Bronx,0,12,"(0.757, 0.951]",6.741849118830083
Bronx,0,12,"(0.951, 1.168]",6.741849118830083
Bronx,0,12,"(1.168, 1.426]",6.741849118830083
Bronx,0,12,"(1.426, 1.764]",6.741849118830083
Bronx,0,12,"(1.764, 2.261]",6.741849118830083
Bronx,0,12,"(2.261, 3.113]",8.560208351969887
Bronx,0,12,"(3.113, 5.144]",8.560208351969887
Bronx,0,12,"(5.144, 72.461]",8.560208351969887
Bronx,0,13,"(0.249, 0.566]",8.560208351969887
Bronx,0,13,"(0.566, 0.757]",8.560208351969887
Bronx,0,13,"(0.757, 0.951]",8.560208351969887
Bronx,0,13,"(0.951, 1.168]",8.560208351969887
Bronx,0,13,"(1.168, 1.426]",8.560208351969887
Bronx,0,13,"(1.426, 1.764]",8.163483976151543
Bronx,0,13,"(1.764, 2.261]",8.163483976151543
Bronx,0,13,"(2.261, 3.113]",8.163483976151543
Bronx,0,13,"(3.113, 5.144]",8.163483976151543
Bronx,0,13,"(5.144, 72.461]",8.163483976151543
Bronx,0,14,"(0.249, 0.566]",8.163483976151543
Bronx,0,14,"(0.566, 0.757]",8.163483976151543
Bronx,0,14,"(0.757, 0.951]",8.163483976151543
Bronx,0,14,"(0.951, 1.168]",6.772693251753905
Bronx,0,14,"(1.168, 1.426]",5.8784709331824585
Bronx,0,14,"(1.426, 1.764]",5.8784709331824585
Bronx,0,14,"(1.764, 2.261]",5.8784709331824585
Bronx,0,14,"(2.261, 3.113]",8.831444732255457
Bronx,0,14,"(3.113, 5.144]",8.831444732255457
Bronx,0,14,"(5.144, 72.461]",8.831444732255457
Bronx,0,15,"(0.249, 0.566]",6.732842172393641
Bronx,0,15,"(0.566, 0.757]",6.732842172393641
Bronx,0,15,"(0.757, 0.951]",6.732842172393641
Bronx,0,15,"(0.951, 1.168]",6.732842172393641
Bronx,0,15,"(1.168, 1.426]",6.732842172393641
Bronx,0,15,"(1.426, 1.764]",6.732842172393641
Bronx,0,15,"(1.764, 2.261]",6.732842172393641
Bronx,0,15,"(2.261, 3.113]",6.732842172393641
Bronx,0,15,"(3.113, 5.144]",10.982607081339802
Bronx,0,15,"(5.144, 72.461]",14.36140669060216
Bronx,0,16,"(0.249, 0.566]",6.394951867710578
Bronx,0,16,"(0.566, 0.757]",6.394951867710578
Bronx,0,16,"(0.757, 0.951]",6.394951867710578
Bronx,0,16,"(0.951, 1.168]",5.501172198735302
Bronx,0,16,"(1.168, 1.426]",5.501172198735302
Bronx,0,16,"(1.426, 1.764]",5.501172198735302
Bronx,0,16,"(1.764, 2.261]",5.501172198735302
Bronx,0,16,"(2.261, 3.113]",14.143982255351455
Bronx,0,16,"(3.113, 5.144]",11.756994059300176
Bronx,0,16,"(5.144, 72.461]",8.419672004531675
Bronx,0,17,"(0.249, 0.566]",8.19441602830667
Bronx,0,17,"(0.566, 0.757]",7.389749450763484
Bronx,0,17,"(0.757, 0.951]",7.389749450763484
Bronx,0,17,"(0.951, 1.168]",4.625576781629297
Bronx,0,17,"(1.168, 1.426]",7.289815042928229
Bronx,0,17,"(1.426, 1.764]",7.289815042928229
Bronx,0,17,"(1.764, 2.261]",5.899541249423035
Bronx,0,17,"(2.261, 3.113]",5.899541249423035
Bronx,0,17,"(3.113, 5.144]",10.13975347585317
Bronx,0,17,"(5.144, 72.461]",19.596312115242387
Bronx,0,18,"(0.249, 0.566]",19.596312115242387
Bronx,0,18,"(0.566, 0.757]",19.596312115242387
Bronx,0,18,"(0.757, 0.951]",19.596312115242387
Bronx,0,18,"(0.951, 1.168]",6.922388586270998
Bronx,0,18,"(1.168, 1.426]",14.49175209118157
Bronx,0,18,"(1.426, 1.764]",14.49175209118157
Bronx,0,18,"(1.764, 2.261]",14.49175209118157
Bronx,0,18,"(2.261, 3.113]",8.832141980351363
Bronx,0,18,"(3.113, 5.144]",8.832141980351363
Bronx,0,18,"(5.144, 72.461]",24.640168152180166
Bronx,0,19,"(0.249, 0.566]",24.640168152180166
Bronx,0,19,"(0.566, 0.757]",24.640168152180166
Bronx,0,19,"(0.757, 0.951]",24.640168152180166
Bronx,0,19,"(0.951, 1.168]",24.640168152180166
Bronx,0,19,"(1.168, 1.426]",24.640168152180166
Bronx,0,19,"(1.426, 1.764]",11.251671573898225
Bronx,0,19,"(1.764, 2.261]",11.251671573898225
Bronx,0,19,"(2.261, 3.113]",11.251671573898225
Bronx,0,19,"(3.113, 5.144]",14.475591341497605
Bronx,0,19,"(5.144, 72.461]",14.475591341497605
Bronx,0,20,"(0.249, 0.566]",14.475591341497605
Bronx,0,20,"(0.566, 0.757]",14.475591341497605
Bronx,0,20,"(0.757, 0.951]",14.475591341497605
Bronx,0,20,"(0.951, 1.168]",14.475591341497605
Bronx,0,20,"(1.168, 1.426]",14.475591341497605
Bronx,0,20,"(1.426, 1.764]",14.475591341497605
Bronx,0,20,"(1.764, 2.261]",12.873428265062984
Bronx,0,20,"(2.261, 3.113]",12.873428265062984
Bronx,0,20,"(3.113, 5.144]",9.935347022163352
Bronx,0,20,"(5.144, 72.461]",31.634168207824832
Bronx,0,21,"(0.249, 0.566]",6.386474766504252
Bronx,0,21,"(0.566, 0.757]",8.711553461637694
Bronx,0,21,"(0.757, 0.951]",8.711553461637694
Bronx,0,21,"(0.951, 1.168]",8.711553461637694
Bronx,0,21,"(1.168, 1.426]",8.711553461637694
Bronx,0,21,"(1.426, 1.764]",8.711553461637694
Bronx,0,21,"(1.764, 2.261]",8.711553461637694
Bronx,0,21,"(2.261, 3.113]",8.711553461637694
Bronx,0,21,"(3.113, 5.144]",9.801113770607861
Bronx,0,21,"(5.144, 72.461]",9.801113770607861
Bronx,0,22,"(0.249, 0.566]",9.801113770607861
Bronx,0,22,"(0.566, 0.757]",9.801113770607861
Bronx,0,22,"(0.757, 0.951]",6.592857057519789
Bronx,0,22,"(0.951, 1.168]",6.592857057519789
Bronx,0,22,"(1.168, 1.426]",6.592857057519789
Bronx,0,22,"(1.426, 1.764]",6.592857057519789
Bronx,0,22,"(1.764, 2.261]",6.592857057519789
Bronx,0,22,"(2.261, 3.113]",6.592857057519789
Bronx,0,22,"(3.113, 5.144]",19.1716094460919
Bronx,0,22,"(5.144, 72.461]",11.000088765125534
Bronx,0,23,"(0.249, 0.566]",11.000088765125534
Bronx,0,23,"(0.566, 0.757]",6.467350468649408
Bronx,0,23,"(0.757, 0.951]",6.467350468649408
Bronx,0,23,"(0.951, 1.168]",6.467350468649408
Bronx,0,23,"(1.168, 1.426]",14.672600670448727
Bronx,0,23,"(1.426, 1.764]",14.672600670448727
Bronx,0,23,"(1.764, 2.261]",14.672600670448727
Bronx,0,23,"(2.261, 3.113]",12.413818837354802
Bronx,0,23,"(3.113, 5.144]",16.519790963329022
Bronx,0,23,"(5.144, 72.461]",16.519790963329022
Bronx,1,0,"(0.249, 0.566]",9.36874211137027
Bronx,1,0,"(0.566, 0.757]",9.36874211137027
Bronx,1,0,"(0.757, 0.951]",9.36874211137027
Bronx,1,0,"(0.951, 1.168]",9.36874211137027
Bronx,1,0,"(1.168, 1.426]",9.36874211137027
Bronx,1,0,"(1.426, 1.764]",14.11451997262233
Bronx,1,0,"(1.764, 2.261]",14.11451997262233
Bronx,1,0,"(2.261, 3.113]",14.11451997262233
Bronx,1,0,"(3.113, 5.144]",14.11451997262233
Bronx,1,0,"(5.144, 72.461]",14.11451997262233
Bronx,1,1,"(0.249, 0.566]",14.11451997262233
Bronx,1,1,"(0.566, 0.757]",10.768079462853764
Bronx,1,1,"(0.757, 0.951]",10.768079462853764
Bronx,1,1,"(0.951, 1.168]",10.768079462853764
Bronx,1,1,"(1.168, 1.426]",10.768079462853764
Bronx,1,1,"(1.426, 1.764]",10.929383395988552
Bronx,1,1,"(1.764, 2.261]",10.929383395988552
Bronx,1,1,"(2.261, 3.113]",18.29870613789748
Bronx,1,1,"(3.113, 5.144]",18.085463148425024
Bronx,1,1,"(5.144, 72.461]",18.085463148425024
Bronx,1,2,"(0.249, 0.566]",18.085463148425024
Bronx,1,2,"(0.566, 0.757]",18.085463148425024
Bronx,1,2,"(0.757, 0.951]",18.085463148425024
Bronx,1,2,"(0.951, 1.168]",18.085463148425024
Bronx,1,2,"(1.168, 1.426]",18.085463148425024
Bronx,1,2,"(1.426, 1.764]",18.085463148425024
Bronx,1,2,"(1.764, 2.261]",18.085463148425024
Bronx,1,2,"(2.261, 3.113]",16.099635274147275
Bronx,1,2,"(3.113, 5.144]",16.099635274147275
Bronx,1,2,"(5.144, 72.461]",12.767791113694539
Bronx,1,3,"(0.249, 0.566]",12.767791113694539
Bronx,1,3,"(0.566, 0.757]",21.09412524169461
Bronx,1,3,"(0.757, 0.951]",21.09412524169461
Bronx,1,3,"(0.951, 1.168]",21.09412524169461
Bronx,1,3,"(1.168, 1.426]",21.09412524169461
Bronx,1,3,"(1.426, 1.764]",21.09412524169461
Bronx,1,3,"(1.764, 2.261]",21.09412524169461
Bronx,1,3,"(2.261, 3.113]",21.09412524169461
Bronx,1,3,"(3.113, 5.144]",21.09412524169461
Bronx,1,3,"(5.144, 72.461]",21.09412524169461
Bronx,1,4,"(0.249, 0.566]",21.09412524169461
Bronx,1,4,"(0.566, 0.757]",12.31029638371887
Bronx,1,4,"(0.757, 0.951]",12.31029638371887
Bronx,1,4,"(0.951, 1.168]",10.93244638431263
Bronx,1,4,"(1.168, 1.426]",10.93244638431263
Bronx,1,4,"(1.426, 1.764]",10.93244638431263
Bronx,1,4,"(1.764, 2.261]",10.93244638431263
Bronx,1,4,"(2.261, 3.113]",8.56709580634942
Bronx,1,4,"(3.113, 5.144]",11.584236546227833
Bronx,1,4,"(5.144, 72.461]",39.96107434314844
Bronx,1,5,"(0.249, 0.566]",39.96107434314844
Bronx,1,5,"(0.566, 0.757]",39.96107434314844
Bronx,1,5,"(0.757, 0.951]",39.96107434314844
Bronx,1,5,"(0.951, 1.168]",39.96107434314844
Bronx,1,5,"(1.168, 1.426]",39.96107434314844
Bronx,1,5,"(1.426, 1.764]",39.96107434314844
Bronx,1,5,"(1.764, 2.261]",39.96107434314844
Bronx,1,5,"(2.261, 3.113]",16.00436080185703
Bronx,1,5,"(3.113, 5.144]",16.00436080185703
Bronx,1,5,"(5.144, 72.461]",16.00436080185703
Bronx,1,6,"(0.249, 0.566]",16.00436080185703
Bronx,1,6,"(0.566, 0.757]",16.00436080185703
Bronx,1,6,"(0.757, 0.951]",16.00436080185703
Bronx,1,6,"(0.951, 1.168]",8.389229727822256
Bronx,1,6,"(1.168, 1.426]",13.59564230446274
Bronx,1,6,"(1.426, 1.764]",13.59564230446274
Bronx,1,6,"(1.764, 2.261]",13.59564230446274
Bronx,1,6,"(2.261, 3.113]",13.59564230446274
Bronx,1,6,"(3.113, 5.144]",13.59564230446274
Bronx,1,6,"(5.144, 72.461]",13.538382098182415
Bronx,1,7,"(0.249, 0.566]",13.538382098182415
Bronx,1,7,"(0.566, 0.757]",9.67533962625875
Bronx,1,7,"(0.757, 0.951]",9.029609247414179
Bronx,1,7,"(0.951, 1.168]",9.029609247414179
Bronx,1,7,"(1.168, 1.426]",9.029609247414179
Bronx,1,7,"(1.426, 1.764]",7.594357331627779
Bronx,1,7,"(1.764, 2.261]",7.594357331627779
Bronx,1,7,"(2.261, 3.113]",7.594357331627779
Bronx,1,7,"(3.113, 5.144]",8.687123051055227
Bronx,1,7,"(5.144, 72.461]",8.687123051055227
Bronx,1,8,"(0.249, 0.566]",6.959666678912864
Bronx,1,8,"(0.566, 0.757]",6.959666678912864
Bronx,1,8,"(0.757, 0.951]",6.959666678912864
Bronx,1,8,"(0.951, 1.168]",5.305045841136206
Bronx,1,8,"(1.168, 1.426]",5.305045841136206
Bronx,1,8,"(1.426, 1.764]",5.767763775015267
Bronx,1,8,"(1.764, 2.261]",6.620199808620889
Bronx,1,8,"(2.261, 3.113]",9.905418339588904
Bronx,1,8,"(3.113, 5.144]",9.905418339588904
Bronx,1,8,"(5.144, 72.461]",10.447102105356839
Bronx,1,9,"(0.249, 0.566]",10.447102105356839
Bronx,1,9,"(0.566, 0.757]",7.149173634073691
Bronx,1,9,"(0.757, 0.951]",7.149173634073691
Bronx,1,9,"(0.951, 1.168]",11.381597029219435
Bronx,1,9,"(1.168, 1.426]",11.381597029219435
Bronx,1,9,"(1.426, 1.764]",11.381597029219435
Bronx,1,9,"(1.764, 2.261]",11.381597029219435
Bronx,1,9,"(2.261, 3.113]",8.471215742903162
Bronx,1,9,"(3.113, 5.144]",8.471215742903162
Bronx,1,9,"(5.144, 72.461]",8.471215742903162
Bronx,1,10,"(0.249, 0.566]",8.471215742903162
Bronx,1,10,"(0.566, 0.757]",8.471215742903162
Bronx,1,10,"(0.757, 0.951]",5.927235576025743
Bronx,1,10,"(0.951, 1.168]",5.927235576025743
Bronx,1,10,"(1.168, 1.426]",7.172796796104412
Bronx,1,10,"(1.426, 1.764]",9.200215165993228
Bronx,1,10,"(1.764, 2.261]",9.200215165993228
Bronx,1,10,"(2.261, 3.113]",9.200215165993228
Bronx,1,10,"(3.113, 5.144]",9.200215165993228
Bronx,1,10,"(5.144, 72.461]",9.200215165993228
Bronx,1,11,"(0.249, 0.566]",5.256126760860701
Bronx,1,11,"(0.566, 0.757]",5.256126760860701
Bronx,1,11,"(0.757, 0.951]",5.256126760860701
Bronx,1,11,"(0.951, 1.168]",5.256126760860701
Bronx,1,11,"(1.168, 1.426]",5.256126760860701
Bronx,1,11,"(1.426, 1.764]",5.256126760860701
Bronx,1,11,"(1.764, 2.261]",5.256126760860701
Bronx,1,11,"(2.261, 3.113]",8.480456376809336
Bronx,1,11,"(3.113, 5.144]",8.480456376809336
Bronx,1,11,"(5.144, 72.461]",23.960172933466087
Bronx,1,12,"(0.249, 0.566]",23.960172933466087
Bronx,1,12,"(0.566, 0.757]",5.9677196504668135
Bronx,1,12,"(0.757, 0.951]",5.9677196504668135
Bronx,1,12,"(0.951, 1.168]",5.9677196504668135
Bronx,1,12,"(1.168, 1.426]",5.9677196504668135
Bronx,1,12,"(1.426, 1.764]",5.9677196504668135
Bronx,1,12,"(1.764, 2.261]",5.9677196504668135
Bronx,1,12,"(2.261, 3.113]",5.9677196504668135
Bronx,1,12,"(3.113, 5.144]",12.813474203177362
Bronx,1,12,"(5.144, 72.461]",19.898378069589565
Bronx,1,13,"(0.249, 0.566]",19.898378069589565
Bronx,1,13,"(0.566, 0.757]",19.898378069589565
Bronx,1,13,"(0.757, 0.951]",19.898378069589565
Bronx,1,13,"(0.951, 1.168]",19.898378069589565
Bronx,1,13,"(1.168, 1.426]",19.898378069589565
Bronx,1,13,"(1.426, 1.764]",5.443105688531449
Bronx,1,13,"(1.764, 2.261]",5.443105688531449
Bronx,1,13,"(2.261, 3.113]",5.443105688531449
Bronx,1,13,"(3.113, 5.144]",5.443105688531449
Bronx,1,13,"(5.144, 72.461]",5.443105688531449
Bronx,1,14,"(0.249, 0.566]",5.443105688531449
Bronx,1,14,"(0.566, 0.757]",5.443105688531449
Bronx,1,14,"(0.757, 0.951]",8.266911713924713
Bronx,1,14,"(0.951, 1.168]",8.266911713924713
Bronx,1,14,"(1.168, 1.426]",8.266911713924713
Bronx,1,14,"(1.426, 1.764]",8.266911713924713
Bronx,1,14,"(1.764, 2.261]",8.266911713924713
Bronx,1,14,"(2.261, 3.113]",8.266911713924713
Bronx,1,14,"(3.113, 5.144]",12.399335357583839
Bronx,1,14,"(5.144, 72.461]",12.399335357583839
Bronx,1,15,"(0.249, 0.566]",12.399335357583839
Bronx,1,15,"(0.566, 0.757]",12.618173833569927
Bronx,1,15,"(0.757, 0.951]",12.618173833569927
Bronx,1,15,"(0.951, 1.168]",10.993312030293257
Bronx,1,15,"(1.168, 1.426]",6.214983834948175
Bronx,1,15,"(1.426, 1.764]",7.707141424221036
Bronx,1,15,"(1.764, 2.261]",7.707141424221036
Bronx,1,15,"(2.261, 3.113]",7.707141424221036
Bronx,1,15,"(3.113, 5.144]",8.290316038984981
Bronx,1,15,"(5.144, 72.461]",8.290316038984981
Bronx,1,16,"(0.249, 0.566]",8.290316038984981
Bronx,1,16,"(0.566, 0.757]",8.290316038984981
Bronx,1,16,"(0.757, 0.951]",8.290316038984981
Bronx,1,16,"(0.951, 1.168]",8.290316038984981
Bronx,1,16,"(1.168, 1.426]",4.510893560607284
Bronx,1,16,"(1.426, 1.764]",4.510893560607284
Bronx,1,16,"(1.764, 2.261]",8.966476715771721
Bronx,1,16,"(2.261, 3.113]",8.966476715771721
Bronx,1,16,"(3.113, 5.144]",8.966476715771721
Bronx,1,16,"(5.144, 72.461]",26.267254167952274
Bronx,1,17,"(0.249, 0.566]",26.267254167952274
Bronx,1,17,"(0.566, 0.757]",7.2015951965478715
Bronx,1,17,"(0.757, 0.951]",7.2015951965478715
Bronx,1,17,"(0.951, 1.168]",7.2015951965478715
Bronx,1,17,"(1.168, 1.426]",9.905427031899265
Bronx,1,17,"(1.426, 1.764]",9.905427031899265
Bronx,1,17,"(1.764, 2.261]",6.947907399947829
Bronx,1,17,"(2.261, 3.113]",6.947907399947829
Bronx,1,17,"(3.113, 5.144]",6.009446576093511
Bronx,1,17,"(5.144, 72.461]",6.009446576093511
Bronx,1,18,"(0.249, 0.566]",6.009446576093511
Bronx,1,18,"(0.566, 0.757]",12.685770121950977
Bronx,1,18,"(0.757, 0.951]",12.685770121950977
Bronx,1,18,"(0.951, 1.168]",12.685770121950977
Bronx,1,18,"(1.168, 1.426]",7.495341350505303
Bronx,1,18,"(1.426, 1.764]",7.495341350505303
Bronx,1,18,"(1.764, 2.261]",7.495341350505303
Bronx,1,18,"(2.261, 3.113]",7.495341350505303
Bronx,1,18,"(3.113, 5.144]",16.369035902251266
Bronx,1,18,"(5.144, 72.461]",14.08297259040018
Bronx,1,19,"(0.249, 0.566]",14.08297259040018
Bronx,1,19,"(0.566, 0.757]",13.605741559308942
Bronx,1,19,"(0.757, 0.951]",13.605741559308942
Bronx,1,19,"(0.951, 1.168]",10.56464443473403
Bronx,1,19,"(1.168, 1.426]",11.793391047560952
Bronx,1,19,"(1.426, 1.764]",11.793391047560952
Bronx,1,19,"(1.764, 2.261]",11.793391047560952
Bronx,1,19,"(2.261, 3.113]",11.793391047560952
Bronx,1,19,"(3.113, 5.144]",11.793391047560952
Bronx,1,19,"(5.144, 72.461]",11.793391047560952
Bronx,1,20,"(0.249, 0.566]",11.793391047560952
Bronx,1,20,"(0.566, 0.757]",10.229065954363888
Bronx,1,20,"(0.757, 0.951]",10.229065954363888
Bronx,1,20,"(0.951, 1.168]",10.229065954363888
Bronx,1,20,"(1.168, 1.426]",10.229065954363888
Bronx,1,20,"(1.426, 1.764]",10.229065954363888
Bronx,1,20,"(1.764, 2.261]",9.603584920735928
Bronx,1,20,"(2.261, 3.113]",9.603584920735928
Bronx,1,20,"(3.113, 5.144]",9.603584920735928
Bronx,1,20,"(5.144, 72.461]",15.840711993000387
Bronx,1,21,"(0.249, 0.566]",15.840711993000387
Bronx,1,21,"(0.566, 0.757]",15.840711993000387
Bronx,1,21,"(0.757, 0.951]",15.840711993000387
Bronx,1,21,"(0.951, 1.168]",6.87040874217921
Bronx,1,21,"(1.168, 1.426]",6.87040874217921
Bronx,1,21,"(1.426, 1.764]",10.45276935696101
Bronx,1,21,"(1.764, 2.261]",10.894758253846872
Bronx,1,21,"(2.261, 3.113]",9.552017290759242
Bronx,1,21,"(3.113, 5.144]",20.789614406621006
Bronx,1,21,"(5.144, 72.461]",20.789614406621006
Bronx,1,22,"(0.249, 0.566]",5.197788752101856
Bronx,1,22,"(0.566, 0.757]",5.197788752101856
Bronx,1,22,"(0.757, 0.951]",5.197788752101856
Bronx,1,22,"(0.951, 1.168]",5.197788752101856
Bronx,1,22,"(1.168, 1.426]",14.3052408320101
Bronx,1,22,"(1.426, 1.764]",14.3052408320101
Bronx,1,22,"(1.764, 2.261]",14.3052408320101
Bronx,1,22,"(2.261, 3.113]",14.3052408320101
Bronx,1,22,"(3.113, 5.144]",17.543768562471996
Bronx,1,22,"(5.144, 72.461]",17.512122214735932
Bronx,1,23,"(0.249, 0.566]",17.512122214735932
Bronx,1,23,"(0.566, 0.757]",17.512122214735932
Bronx,1,23,"(0.757, 0.951]",14.351276492175717
Bronx,1,23,"(0.951, 1.168]",14.351276492175717
Bronx,1,23,"(1.168, 1.426]",14.351276492175717
Bronx,1,23,"(1.426, 1.764]",14.351276492175717
Bronx,1,23,"(1.764, 2.261]",11.529179574501791
Bronx,1,23,"(2.261, 3.113]",12.072478419638054
Bronx,1,23,"(3.113, 5.144]",15.941046026921983
Bronx,1,23,"(5.144, 72.461]",15.941046026921983
